,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
231,Stefan Elliott\elliost01,28,OTT,D,3,0,1,1,1,0,0,0,0,3,0.0,27,1,2,0,2
232,Ryan Ellis\ellisry01,28,NSH,D,82,7,34,41,21,20,1,1,2,149,4.7,1969,154,71,0,2
233,Deryk Engelland\engelde01,36,VEG,D,74,2,10,12,-3,18,0,0,1,105,1.9,1471,152,165,0,2
234,Andreas Englund\engluan01,23,OTT,D,3,0,0,0,-2,10,0,0,0,2,0.0,40,2,5,0,2
235,Tyler Ennis\ennisty01,29,TOR,C,51,12,6,18,-6,2,2,0,1,81,14.8,507,14,49,1,2
236,Jonathan Ericsson\ericsjo01,34,DET,D,52,3,2,5,-10,35,0,0,1,48,6.3,895,56,98,0,2
237,Loui Eriksson\erikslo01,33,VAN,LW,81,11,18,29,-11,22,1,0,2,107,10.3,1139,28,3,2,2
238,Joel Eriksson Ek\eriksjo02,22,MIN,C,58,7,7,14,-7,20,0,0,2,111,6.3,783,24,117,247,2
239,Adam Erne\ernead01,23,TBL,LW,65,7,13,20,10,40,2,0,3,70,10.0,686,26,159,11,2
240,Robby Fabbri\fabbrro01,23,STL,C,32,2,4,6,-4,6,0,0,1,43,4.7,405,8,30,4,2
241,Dante Fabbro\fabbrda01,20,NSH,D,4,1,0,1,-1,0,0,0,0,5,20.0,51,6,3,0,2
242,Radek Faksa\faksara01,25,DAL,C,81,15,15,30,-3,54,1,1,1,114,13.2,1331,65,103,570,2
243,Justin Falk\falkju01,30,OTT,D,10,0,0,0,-4,11,0,0,0,7,0.0,129,9,36,0,2
244,Oscar Fantenberg\fanteos01,27,TOT,D,61,2,2,4,3,17,0,0,0,70,2.9,976,74,91,0,2
245,Jesper Fast\fastje01,27,NYR,RW,66,8,12,20,-3,26,0,0,1,80,10.0,1038,47,120,7,2
246,Justin Faulk\faulkju01,26,CAR,D,82,11,24,35,9,47,6,0,3,217,5.1,1839,121,156,0,2
247,Taylor Fedun\fedunta01,30,DAL,D,54,4,7,11,2,14,0,0,0,86,4.7,748,58,19,0,2
248,Eric Fehr\fehrer01,33,MIN,RW,72,7,8,15,-8,30,0,0,0,67,10.4,795,48,40,364,2
249,Micheal Ferland\ferlami01,26,CAR,LW,71,17,23,40,13,58,6,0,3,156,10.9,1001,19,182,23,2
250,Kevin Fiala\fialake01,22,TOT,LW,83,13,26,39,-23,36,2,0,2,174,7.5,1298,20,42,3,2
251,Valtteri Filppula\filppva01,34,NYI,C,72,17,14,31,19,16,0,1,4,78,21.8,1028,34,12,398,2
252,Christian Fischer\fischch01,21,ARI,RW,71,11,7,18,-13,27,0,0,0,116,9.5,935,19,124,2,2
253,Haydn Fleury\fleurha01,22,CAR,D,20,0,1,1,4,2,0,0,0,17,0.0,251,21,25,0,2
254,Warren Foegele\foegewa01,22,CAR,LW,77,10,5,15,-17,20,0,0,3,106,9.4,962,19,126,10,2
255,Steven Fogarty\fogarst01,25,NYR,C,10,0,0,0,-1,0,0,0,0,9,0.0,78,3,6,8,2
256,Marcus Foligno\foligma01,27,MIN,LW,82,7,12,19,-1,55,0,0,0,91,7.7,982,43,206,13,2
257,Nick Foligno\foligni01,31,CBJ,LW,73,17,18,35,12,44,2,0,2,141,12.1,1292,51,175,133,2
258,Christian Folin\folinch01,27,TOT,D,45,0,6,6,6,27,0,0,0,47,0.0,705,78,125,1,2
259,Derek Forbort\forbode01,26,LAK,D,81,2,12,14,-13,52,0,0,1,75,2.7,1680,139,105,0,2
260,Alex Formenton\formeal01,19,OTT,LW,9,1,0,1,-2,6,0,0,0,16,6.3,105,7,11,1,2
261,Jakob Forsbacka Karlsson\forsbja01,22,BOS,C,28,3,6,9,1,2,0,0,0,21,14.3,330,9,14,95,2
262,Filip Forsberg\forsbfi01,24,NSH,C,64,28,22,50,8,26,7,2,4,217,12.9,1191,29,100,1,2
263,Gustav Forsling\forslgu02,22,CHI,D,43,3,6,9,-9,30,0,0,0,57,5.3,735,38,38,0,2
264,Alexandre Fortin\fortial01,21,CHI,LW,24,3,3,6,-6,2,0,1,1,29,10.3,254,7,21,11,2
265,Cam Fowler\fowleca01,27,ANA,D,59,5,18,23,-14,20,1,0,2,88,5.7,1379,91,32,0,2
266,Trent Frederic\fredetr01,20,BOS,C,15,0,0,0,-4,15,0,0,0,19,0.0,141,3,18,41,2
267,Mark Friedman\friedma01,23,PHI,D,1,0,0,0,-1,0,0,0,0,1,0.0,13,0,1,0,2
268,Tanner Fritz\fritzta01,27,NYI,C,8,0,1,1,-3,2,0,0,0,6,0.0,87,6,18,17,2
269,Martin Frk\frkma01,25,DET,RW,30,1,5,6,-9,4,1,0,0,28,3.6,276,4,35,0,2
270,Michael Frolik\frolimi01,30,CGY,LW,65,16,18,34,24,26,0,2,4,132,12.1,868,22,57,13,2
271,Kurtis Gabriel\gabriku01,25,NJD,RW,22,2,2,4,0,59,0,0,1,7,28.6,162,8,78,0,2
272,Sam Gagner\gagnesa01,29,TOT,C,32,6,7,13,-6,14,1,0,1,68,8.8,467,7,21,59,2
273,Alex Galchenyuk\galchal01,24,ARI,C,72,19,22,41,-19,34,9,0,4,159,11.9,1133,34,62,188,2
274,Brendan Gallagher\gallabr01,26,MTL,RW,82,33,19,52,10,49,4,0,4,302,10.9,1345,31,126,23,2
275,Joseph Gambardella\gambajo01,25,EDM,C,15,0,3,3,2,2,0,0,0,7,0.0,122,5,14,3,2
276,Dylan Gambrell\gambrdy01,22,SJS,C,8,0,0,0,1,2,0,0,0,6,0.0,69,1,13,20,2
277,Jake Gardiner\gardija01,28,TOR,D,62,3,27,30,19,26,0,0,0,78,3.8,1315,64,61,0,2
278,Conor Garland\garlaco01,22,ARI,RW,47,13,5,18,1,12,4,0,2,118,11.0,601,17,33,10,2
279,Jason Garrison\garrija01,34,EDM,D,17,1,0,1,1,8,1,0,0,16,6.3,216,23,13,0,2
280,Adam Gaudette\gaudead01,22,VAN,C,56,5,7,12,-8,18,0,0,1,55,9.1,613,15,48,150,2
281,Frederick Gaudreau\gaudrfr01,25,NSH,C,55,3,1,4,1,2,0,0,1,43,7.0,496,18,25,156,2
282,Johnny Gaudreau\gaudrjo01,25,CGY,LW,82,36,63,99,18,24,6,0,8,245,14.7,1646,12,12,1,2
283,Brendan Gaunce\gauncbr01,24,VAN,C,3,1,2,3,3,0,0,0,1,2,50.0,23,0,4,8,2
284,Cameron Gaunce\gauncca01,28,TBL,D,2,0,0,0,3,7,0,0,0,2,0.0,31,1,4,0,2
285,Frederik Gauthier\gauthfr01,23,TOR,C,70,3,11,14,3,12,0,0,0,46,6.5,586,28,98,240,2
286,Timothy Gettinger\gettiti01,20,NYR,LW,4,0,0,0,0,0,0,0,0,2,0.0,30,3,15,0,2
287,Ryan Getzlaf\getzlry01,33,ANA,C,67,14,34,48,-19,58,1,0,2,133,10.5,1304,74,150,551,2
288,Brian Gibbons\gibbobr02,30,TOT,C,64,8,11,19,-5,20,0,0,0,50,16.0,699,29,40,13,2
289,Brandon Gignac\gignabr01,21,NJD,C,1,0,0,0,-2,0,0,0,0,1,0.0,9,1,0,0,2
290,Dennis Gilbert\gilbede01,22,CHI,D,1,0,0,0,0,2,0,0,0,0,,13,1,6,0,2
291,John Gilmour\gilmojo01,25,NYR,D,5,0,0,0,-3,4,0,0,0,9,0.0,80,13,3,0,2
292,Stephen Gionta\giontst01,35,NYI,C,5,0,0,0,-4,0,0,0,0,4,0.0,44,2,14,20,2
293,Mark Giordano\giordma01,35,CGY,D,78,17,57,74,39,69,3,4,2,221,7.7,1891,144,58,0,2
294,Samuel Girard\girarsa01,20,COL,D,82,4,23,27,8,6,0,0,0,116,3.4,1631,90,65,1,2
295,Dan Girardi\girarda01,34,TBL,D,62,4,12,16,6,12,0,0,0,75,5.3,1104,108,151,0,2
296,Zemgus Girgensons\girgeze01,25,BUF,C,72,5,13,18,-11,17,0,0,0,78,6.4,980,29,144,28,2
297,Claude Giroux\giroucl01,31,PHI,LW,82,22,63,85,9,24,2,1,4,229,9.6,1759,19,28,674,2
298,Ben Gleason\gleasbe01,20,DAL,D,4,0,1,1,-1,0,0,0,0,2,0.0,60,1,2,0,2
299,Luke Glendening\glendlu01,29,DET,C,78,10,13,23,2,15,0,1,1,102,9.8,1231,102,198,658,2
300,Nikolay Goldobin\goldoni01,23,VAN,LW,63,7,20,27,-10,18,1,0,1,105,6.7,944,21,15,0,2
301,Alex Goligoski\goligal01,33,ARI,D,76,3,24,27,-7,16,1,0,0,102,2.9,1582,154,79,1,2
302,Cody Goloubef\golouco01,29,OTT,D,5,0,0,0,0,2,0,0,0,3,0.0,54,5,13,0,2
303,Barclay Goodrow\goodrba01,25,SJS,RW,82,7,10,17,4,76,0,1,3,84,8.3,903,68,125,296,2
304,Shayne Gostisbehere\gostish01,25,PHI,D,78,9,28,37,-20,22,4,0,2,180,5.0,1533,102,46,0,2
305,Tyrell Goulbourne\goulbty01,25,PHI,LW,2,0,0,0,0,0,0,0,0,3,0.0,15,0,6,0,2
306,Yanni Gourde\gourdya01,27,TBL,C,80,22,26,48,9,66,5,1,5,130,16.9,1267,30,83,151,2
307,Michael Grabner\grabnmi01,31,ARI,RW,41,9,7,16,-2,8,0,6,1,65,13.8,590,15,28,5,2
308,Markus Granlund\granlma01,25,VAN,C,77,12,10,22,-4,20,2,0,1,123,9.8,1158,24,46,149,2
309,Mikael Granlund\granlmi01,26,TOT,C,79,16,38,54,-8,24,2,2,5,189,8.5,1449,40,46,129,2
310,Derek Grant\grantde01,28,TOT,C,56,4,10,14,-6,14,0,0,1,74,5.4,654,29,92,271,2
311,Kevin Gravel\graveke01,26,EDM,D,36,0,3,3,-2,4,0,0,0,44,0.0,530,53,31,0,2
312,Ryan Graves\gravery01,23,COL,D,26,3,2,5,4,2,0,0,0,26,11.5,289,51,32,0,2
313,Anthony Greco\grecoan01,25,FLA,RW,1,0,0,0,-3,0,0,0,0,2,0.0,10,0,0,0,2
314,Mike Green\greenmi03,33,DET,D,43,5,21,26,-1,28,0,0,0,92,5.4,932,56,60,0,2
315,Andy Greene\greenan01,36,NJD,D,82,5,20,25,-9,16,0,0,0,104,4.8,1708,208,67,0,2
316,Jordan Greenway\greenjo02,21,MIN,LW,81,12,12,24,-12,29,0,0,0,109,11.0,1104,40,57,31,2
317,A.J. Greer\greeraj01,22,COL,LW,15,1,1,2,-2,14,0,0,0,9,11.1,94,5,20,2,2
318,Rocco Grimaldi\grimaro01,25,NSH,C,53,5,8,13,-2,10,0,0,0,81,6.2,530,20,32,4,2
319,Carl Grundstrom\grundca01,21,LAK,RW,15,5,1,6,-4,6,0,0,1,26,19.2,225,3,38,0,2
320,Eric Gryba\grybaer01,30,NJD,D,10,0,0,0,-1,10,0,0,0,11,0.0,153,16,21,0,2
321,Matt Grzelcyk\grzelma01,25,BOS,D,66,3,15,18,9,68,1,0,0,90,3.3,1263,60,46,0,2
322,Radko Gudas\gudasra01,28,PHI,D,77,4,16,20,6,63,0,0,0,136,2.9,1376,133,255,0,2
323,Erik Gudbranson\gudbrer01,27,TOT,D,76,2,8,10,-20,87,0,0,1,94,2.1,1386,84,184,0,2
324,Jake Guentzel\guentja01,24,PIT,C,82,40,36,76,13,26,6,1,4,227,17.6,1587,47,105,10,2
325,Brendan Guhle\guhlebr01,21,TOT,D,8,0,1,1,-2,4,0,0,0,15,0.0,120,7,9,0,2
326,Carl Gunnarsson\gunnaca01,32,STL,D,25,3,4,7,8,6,0,0,1,21,14.3,398,35,11,0,2
327,Denis Gurianov\guriade01,21,DAL,RW,21,1,3,4,-3,0,0,0,0,23,4.3,228,9,23,1,2
328,Erik Gustafsson\gustaer02,26,CHI,D,79,17,43,60,-6,34,4,0,3,160,10.6,1784,115,100,0,2
329,Carl Hagelin\hagelca01,30,TOT,LW,58,5,14,19,7,30,0,0,2,99,5.1,854,20,64,6,2
330,Robert Hagg\haggro01,23,PHI,D,82,5,15,20,-3,63,0,0,1,86,5.8,1390,158,258,0,2
331,Ron Hainsey\hainsro01,37,TOR,D,81,5,18,23,30,21,0,1,0,81,6.2,1641,144,91,1,2
332,Libor Hajek\hajekli01,20,NYR,D,5,1,0,1,1,6,0,0,0,10,10.0,83,3,5,0,2
333,Micheal Haley\haleymi01,32,TOT,C,43,2,4,6,-2,75,0,0,0,34,5.9,348,16,76,13,2
334,Taylor Hall\hallta02,27,NJD,LW,33,11,26,37,-6,16,1,0,3,113,9.7,650,29,22,26,2
335,Dan Hamhuis\hamhuda01,36,NSH,D,57,0,5,5,-2,28,0,0,0,39,0.0,915,61,38,0,2
336,Dougie Hamilton\hamildo01,25,CAR,D,82,18,21,39,0,54,2,0,2,259,6.9,1613,91,160,0,2
337,Travis Hamonic\hamontr01,28,CGY,D,69,7,12,19,21,33,0,1,1,128,5.5,1440,167,44,0,2
338,Noah Hanifin\hanifno01,22,CGY,D,80,5,28,33,18,12,1,1,2,116,4.3,1662,83,87,0,2
339,Joel Hanley\hanlejo01,27,DAL,D,16,0,0,0,0,2,0,0,0,9,0.0,219,16,16,0,2
340,Markus Hannikainen\hannima01,25,CBJ,LW,44,4,3,7,-5,2,0,0,1,52,7.7,417,8,63,0,2
341,Martin Hanzal\hanzama01,31,DAL,C,7,1,1,2,-4,4,1,0,0,14,7.1,90,4,14,45,2
342,Ben Harpur\harpube01,24,OTT,D,51,1,4,5,-13,56,0,0,0,50,2.0,899,69,89,0,2
343,Scott Harrington\harrisc01,25,CBJ,D,73,2,15,17,6,23,0,0,0,54,3.7,952,81,73,0,2
344,Ryan Hartman\hartmry01,24,TOT,RW,83,12,14,26,1,74,0,0,2,145,8.3,1089,39,107,4,2
345,Garnet Hathaway\hathaga01,27,CGY,RW,76,11,8,19,14,56,0,2,5,77,14.3,800,36,200,7,2
346,Erik Haula\haulaer01,27,VEG,LW,15,2,5,7,1,10,0,0,0,26,7.7,249,6,11,78,2
347,Jayce Hawryluk\hawryja01,23,FLA,C,42,7,5,12,-8,16,0,0,0,35,20.0,396,25,101,14,2
348,John Hayden\haydejo01,23,CHI,C,54,3,2,5,-12,27,0,0,0,42,7.1,495,23,97,7,2
349,Kevin Hayes\hayeske01,26,TOT,RW,71,19,36,55,-2,12,3,2,2,156,12.2,1298,15,58,483,2
350,Dillon Heatherington\heathdi01,23,DAL,D,5,0,1,1,4,0,0,0,0,5,0.0,51,2,6,0,2
351,Victor Hedman\hedmavi01,28,TBL,D,70,12,42,54,24,44,2,0,4,182,6.6,1594,97,59,0,2
352,Tim Heed\heedti01,28,SJS,D,37,2,11,13,9,10,1,0,0,41,4.9,532,31,16,0,2
353,Danton Heinen\heineda01,23,BOS,C,77,11,23,34,13,16,1,0,2,114,9.6,1076,36,54,2,2
354,Miro Heiskanen\heiskmi01,19,DAL,D,82,12,21,33,-14,16,2,0,4,182,6.6,1895,71,34,0,2
355,Darren Helm\helmda01,32,DET,C,61,7,10,17,-11,20,0,1,0,107,6.5,889,26,50,16,2
356,Matt Hendricks\hendrma01,37,TOT,C,26,0,3,3,-2,19,0,0,0,23,0.0,230,8,40,42,2
357,Adam Henrique\henriad01,28,ANA,C,82,18,24,42,-5,24,8,0,3,122,14.8,1349,71,78,571,2
358,Tomas Hertl\hertlto01,25,SJS,C,77,35,39,74,5,18,11,1,5,176,19.9,1465,64,53,609,2
359,Joe Hicketts\hickejo01,22,DET,D,11,0,0,0,-9,0,0,0,0,16,0.0,204,27,17,0,2
360,Thomas Hickey\hicketh01,29,NYI,D,40,0,4,4,5,33,0,0,0,47,0.0,740,71,40,0,2
361,Vinnie Hinostroza\hinosvi01,24,ARI,C,72,16,23,39,-4,14,3,0,3,152,10.5,1099,41,69,39,2
362,Roope Hintz\hintzro01,22,DAL,LW,58,9,13,22,-11,24,3,0,3,99,9.1,815,36,87,217,2
363,Taro Hirose\hirosta01,22,DET,LW,10,1,6,7,0,2,0,0,1,15,6.7,153,9,1,1,2
364,Nico Hischier\hischni01,20,NJD,C,69,17,30,47,0,24,3,0,3,160,10.6,1249,44,53,437,2
365,Niklas Hjalmarsson\hjalmni01,31,ARI,D,82,0,10,10,8,44,0,0,0,57,0.0,1615,187,45,0,2
366,Joshua Ho-Sang\hosanjo01,23,NYI,C,10,1,1,2,2,6,0,0,0,10,10.0,145,3,0,0,2
367,Mike Hoffman\hoffmmi02,29,FLA,C,82,36,34,70,-24,30,17,0,6,253,14.2,1463,26,42,13,2
368,Nick Holden\holdeni01,31,VEG,D,61,3,12,15,5,14,0,0,0,77,3.9,1116,76,104,0,2
369,Justin Holl\hollju01,27,TOR,D,11,0,1,1,-5,2,0,0,0,6,0.0,137,5,9,0,2
370,Korbinian Holzer\holzeko01,30,ANA,D,22,1,3,4,5,8,0,0,0,15,6.7,353,38,61,0,2
371,Julius Honka\honkaju01,23,DAL,D,29,0,4,4,-2,10,0,0,0,38,0.0,398,31,16,0,2
372,Patric Hornqvist\hornqpa01,32,PIT,RW,69,18,19,37,-3,26,6,0,2,197,9.1,1068,34,150,9,2
373,Bo Horvat\horvabo01,23,VAN,C,82,27,34,61,-4,33,7,2,3,227,11.9,1709,63,62,1083,2
374,Brett Howden\howdebr01,20,NYR,C,66,6,17,23,-16,14,0,0,1,74,8.1,986,47,64,353,2
375,Filip Hronek\hronefi01,21,DET,D,46,5,18,23,-10,30,1,0,0,73,6.8,918,32,66,0,2
376,Jonathan Huberdeau\huberjo01,25,FLA,C,82,30,62,92,-14,40,11,0,5,226,13.3,1546,45,57,12,2
377,Charles Hudon\hudonch01,24,MTL,LW,32,3,2,5,-9,16,0,0,0,50,6.0,374,9,73,4,2
378,Quinn Hughes\hughequ01,19,VAN,D,5,0,3,3,0,2,0,0,0,6,0.0,90,1,1,0,2
379,Brad Hunt\huntbr01,30,TOT,D,42,5,7,12,-2,8,4,0,1,75,6.7,625,28,18,0,2
380,Dryden Hunt\huntdr01,23,FLA,LW,31,3,7,10,0,8,0,0,0,53,5.7,343,9,65,0,2
381,Matt Hunwick\hunwima01,33,BUF,D,14,0,2,2,-7,4,0,0,0,10,0.0,220,9,6,0,2
382,Ben Hutton\huttobe01,25,VAN,D,69,5,15,20,-23,43,1,0,1,114,4.4,1543,102,55,0,2
383,Tomas Hyka\hykato01,25,VEG,RW,17,1,3,4,-2,2,0,0,0,22,4.5,200,5,6,1,2
384,Zach Hyman\hymanza01,26,TOR,C,71,21,20,41,16,65,0,1,4,144,14.6,1227,39,102,112,2
385,Alex Iafallo\iafalal01,25,LAK,C,82,15,18,33,-17,22,2,0,2,148,10.1,1380,54,87,7,2
386,Matt Irwin\irwinma01,31,NSH,D,44,1,6,7,5,38,0,0,0,50,2.0,497,37,80,0,2
387,Joshua Jacobs\jacobjo01,22,NJD,D,1,0,0,0,-1,0,0,0,0,1,0.0,15,1,2,0,2
388,Mark Jankowski\jankoma01,24,CGY,C,79,14,18,32,6,12,0,5,1,99,14.1,1004,56,30,426,2
389,Mattias Janmark\janmama02,26,DAL,C,81,6,19,25,-4,24,0,0,0,105,5.7,1233,44,28,10,2
390,Calle Jarnkrok\jarnkca01,27,NSH,C,79,10,16,26,13,12,1,1,1,106,9.4,1219,22,56,166,2
391,Christian Jaros\jarosch01,22,OTT,D,61,1,9,10,-14,27,0,0,0,65,1.5,876,82,110,0,2
392,Dmitrij Jaskin\jaskidm01,25,WSH,RW,37,2,6,8,-5,6,0,0,0,48,4.2,373,14,87,0,2
393,Boone Jenner\jennebo01,25,CBJ,C,77,16,22,38,6,42,1,1,3,170,9.4,1314,70,158,626,2
394,Nick Jensen\jenseni02,28,TOT,D,80,2,18,20,4,21,0,0,0,94,2.1,1588,105,82,0,2
395,Jakub Jerabek\jerabja01,27,STL,D,1,0,0,0,-3,2,0,0,0,1,0.0,8,1,0,0,2
396,Ryan Johansen\johanry01,26,NSH,C,80,14,50,64,7,42,0,1,6,136,10.3,1564,23,95,782,2
397,Marcus Johansson\johanma03,28,TOT,C,58,13,17,30,-16,8,2,0,1,115,11.3,924,24,28,16,2
398,Adam Johnson\johnsad01,24,PIT,C,6,0,2,2,2,0,0,0,0,3,0.0,32,3,11,0,2
399,Erik Johnson\johnser01,30,COL,D,80,7,18,25,8,38,0,0,1,144,4.9,1745,143,124,0,2
400,Jack Johnson\johnsja02,32,PIT,D,82,1,12,13,-4,41,1,0,0,86,1.2,1581,147,233,0,2
401,Luke Johnson\johnslu01,24,CHI,C,15,0,1,1,-8,8,0,0,0,19,0.0,162,9,31,51,2
402,Tyler Johnson\johnsty01,28,TBL,C,80,29,18,47,15,28,1,1,4,163,17.8,1276,32,50,230,2
403,Andreas Johnsson\johnsan01,24,TOR,LW,73,20,23,43,14,32,3,0,3,130,15.4,998,36,60,7,2
404,Ross Johnston\johnsro02,24,NYI,LW,17,1,3,4,3,23,0,0,0,12,8.3,135,1,43,0,2
405,Henri Jokiharju\jokihhe01,19,CHI,D,38,0,12,12,-7,16,0,0,0,62,0.0,721,37,48,0,2
406,Caleb Jones\jonesca01,21,EDM,D,17,1,5,6,-9,6,0,0,0,21,4.8,337,18,20,0,2
407,Max Jones\jonesma03,20,ANA,LW,30,2,3,5,-1,14,0,0,1,58,3.4,395,5,30,1,2
408,Seth Jones\jonesse01,24,CBJ,D,75,9,37,46,1,28,0,0,4,184,4.9,1937,133,106,0,2
409,Mathieu Joseph\josepma01,21,TBL,RW,70,13,13,26,5,26,0,0,1,95,13.7,795,14,129,10,2
410,Roman Josi\josiro01,28,NSH,D,82,15,41,56,9,42,2,0,4,274,5.5,2064,144,53,0,2
411,Tyson Jost\jostty01,20,COL,C,70,11,15,26,-2,14,4,0,3,114,9.6,910,35,48,55,2
412,Noah Juulsen\juulsno01,21,MTL,D,21,1,4,5,5,6,0,0,0,22,4.5,359,39,60,0,2
413,Nazem Kadri\kadrina01,28,TOR,C,73,16,28,44,-2,43,4,0,5,184,8.7,1182,13,85,403,2
414,Dominik Kahun\kahundo01,23,CHI,C,82,13,24,37,10,6,1,0,2,137,9.5,1160,27,13,22,2
415,Vladislav Kamenev\kamenvl01,22,COL,LW,23,2,3,5,-2,10,1,1,0,22,9.1,208,4,20,59,2
416,David Kampf\kampfda01,24,CHI,C,63,4,15,19,-6,14,0,0,0,72,5.6,877,30,39,276,2
417,Steven Kampfer\kampfst01,30,BOS,D,35,3,3,6,-6,22,1,0,0,40,7.5,512,32,44,0,2
418,Evander Kane\kaneev01,27,SJS,LW,75,30,26,56,-4,153,5,1,1,268,11.2,1381,25,173,92,2
419,Patrick Kane\kanepa01,30,CHI,RW,81,44,66,110,2,22,9,0,7,341,12.9,1822,18,21,1,2
420,Kasperi Kapanen\kapanka01,22,TOR,RW,78,20,24,44,12,27,1,2,3,174,11.5,1296,19,92,5,2
421,Erik Karlsson\karlser01,28,SJS,D,53,3,42,45,6,22,2,0,1,169,1.8,1298,69,44,1,2
422,Melker Karlsson\karlsme01,28,SJS,C,79,12,4,16,-1,26,0,0,2,79,15.2,908,39,67,14,2
423,William Karlsson\karlswi01,26,VEG,C,82,24,32,56,1,16,7,1,5,169,14.2,1545,55,51,588,2
424,Ondrej Kase\kaseon01,23,ANA,RW,30,11,9,20,0,2,1,0,2,94,11.7,470,11,17,9,2
425,Zack Kassian\kassiza01,28,EDM,RW,79,15,11,26,-6,102,0,1,3,111,13.5,1169,15,191,0,2
426,Brady Keeper\keepebr01,22,FLA,D,1,0,0,0,1,0,0,0,0,1,0.0,13,1,2,0,2
427,Duncan Keith\keithdu01,35,CHI,D,82,6,34,40,13,70,0,0,1,141,4.3,1887,144,42,0,2
428,Clayton Keller\kellecl01,20,ARI,C,82,14,33,47,-21,24,1,0,5,200,7.0,1495,21,16,28,2
429,Adrian Kempe\kempead01,22,LAK,LW,81,12,16,28,-10,50,0,0,2,118,10.2,1175,21,86,315,2
430,Mario Kempe\kempema01,30,ARI,C,52,4,5,9,5,18,0,0,0,57,7.0,582,30,105,126,2
431,Michal Kempny\kempnmi01,28,WSH,D,71,6,19,25,24,60,0,0,3,111,5.4,1362,135,84,0,2
432,Alexander Kerfoot\kerfoal01,24,COL,C,78,15,27,42,-9,38,4,0,1,116,12.9,1161,29,22,274,2
433,Ryan Kesler\keslery01,34,ANA,C,60,5,3,8,-19,44,1,0,1,86,5.8,990,56,93,582,2
434,Phil Kessel\kesseph01,31,PIT,RW,82,27,55,82,-19,28,12,0,10,215,12.6,1474,18,12,4,2
435,Jujhar Khaira\khairju01,24,EDM,LW,60,3,15,18,-12,43,0,1,0,64,4.7,754,33,123,55,2
436,Alex Killorn\killoal01,29,TBL,C,82,18,22,40,22,45,2,1,2,153,11.8,1220,23,88,2,2
437,Bogdan Kiselevich\kiselbo01,28,FLA,D,32,0,8,8,-3,12,0,0,0,14,0.0,475,21,49,0,2
438,Oscar Klefbom\klefbos01,25,EDM,D,61,5,23,28,-11,16,1,0,2,167,3.0,1463,102,44,0,2
439,John Klingberg\klingjo01,26,DAL,D,64,10,35,45,6,12,5,0,5,153,6.5,1570,77,42,0,2
440,Justin Kloos\kloosju01,25,ANA,C,1,0,0,0,0,0,0,0,0,2,0.0,7,0,2,0,2
441,Corban Knight\knighco01,28,PHI,C,23,1,3,4,-5,0,0,0,0,15,6.7,223,13,9,63,2
442,Slater Koekkoek\koekksl01,24,TOT,D,31,2,4,6,4,14,0,0,0,36,5.6,491,48,54,0,2
443,Mikko Koivu\koivumi01,35,MIN,C,48,8,21,29,-2,22,2,0,0,89,9.0,878,32,13,488,2
444,Leo Komarov\komarle01,32,NYI,C,82,6,20,26,18,42,0,0,1,78,7.7,1139,38,203,84,2
445,Travis Konecny\konectr01,21,PHI,C,82,24,25,49,-4,40,4,0,3,182,13.2,1251,45,65,7,2
446,Anze Kopitar\kopitan01,31,LAK,C,81,22,38,60,-20,30,1,2,3,156,14.1,1807,66,59,1002,2
447,Kalle Kossila\kossika01,25,ANA,LW,8,1,0,1,-1,4,0,0,1,11,9.1,82,3,5,30,2
448,Jesperi Kotkaniemi\kotkaje01,18,MTL,C,79,11,23,34,1,26,1,0,2,134,8.2,1086,41,66,359,2
449,Ilya Kovalchuk\kovalil01,35,LAK,LW,64,16,18,34,-26,10,4,0,1,141,11.3,1039,19,28,16,2
450,Chris Kreider\kreidch01,27,NYR,C,79,28,24,52,4,57,7,0,2,201,13.9,1375,49,159,27,2
451,David Krejci\krejcda01,32,BOS,C,81,20,53,73,7,16,6,0,4,139,14.4,1432,24,28,530,2
452,Niklas Kronwall\kronwni01,38,DET,D,79,3,24,27,-5,40,1,0,0,71,4.2,1576,96,84,0,2
453,Torey Krug\krugto01,27,BOS,D,64,6,47,53,-2,33,2,0,2,151,4.0,1363,60,53,0,2
454,Marcus Kruger\krugema01,28,CHI,C,74,4,8,12,-2,30,0,0,2,74,5.4,771,34,51,188,2
455,Nikita Kucherov\kucheni01,25,TBL,RW,82,41,87,128,24,62,15,0,8,246,16.7,1637,31,44,0,2
456,Ryan Kuffner\kuffnry01,22,DET,LW,10,0,0,0,-4,0,0,0,0,8,0.0,109,5,4,0,2
457,Karson Kuhlman\kuhlmka01,23,BOS,C,11,3,2,5,5,2,0,0,1,15,20.0,134,4,6,1,2
458,Tom Kuhnhackl\kuhnhto01,27,NYI,RW,36,4,5,9,1,10,0,0,0,30,13.3,457,41,48,0,2
459,Dean Kukan\kukande01,25,CBJ,D,25,0,5,5,6,6,0,0,0,16,0.0,337,21,16,0,2
460,Brett Kulak\kulakbr01,25,MTL,D,57,6,11,17,12,31,0,1,3,102,5.9,1017,64,107,0,2
461,Dmitry Kulikov\kulikdm01,28,WPG,D,57,0,6,6,4,47,0,0,0,40,0.0,893,71,88,0,2
462,Luke Kunin\kuninlu01,21,MIN,C,49,6,11,17,-9,27,0,0,1,88,6.8,778,34,67,88,2
