,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
231,Christian Fischer\fischch01,19,ARI,RW,7,3,0,3,0,0,0,0,1,10,30.0,86,0,9,0,0
232,Mike Fisher\fishemi01,36,NSH,C,72,18,24,42,1,55,7,0,3,120,15.0,1196,64,160,703,0
233,Brian Flynn\flynnbr01,28,MTL,C,51,6,4,10,2,4,0,0,0,47,12.8,615,29,20,69,0
234,Marcus Foligno\foligma01,25,BUF,LW,80,13,10,23,-1,73,0,1,0,97,13.4,1238,57,279,1,0
235,Nick Foligno\foligni01,29,CBJ,LW,79,26,25,51,-4,55,11,0,5,185,14.1,1456,50,157,41,0
236,Christian Folin\folinch01,25,MIN,D,51,2,6,8,10,26,0,0,0,39,5.1,762,59,69,0,0
237,Derek Forbort\forbode01,24,LAK,D,82,2,16,18,8,54,0,0,0,100,2.0,1650,159,180,1,0
238,Jakob Forsbacka Karlsson\forsbja01,20,BOS,C,1,0,0,0,0,0,0,0,0,0,,8,0,0,1,0
239,Filip Forsberg\forsbfi01,22,NSH,LW,82,31,27,58,-4,32,3,3,9,234,13.2,1518,26,97,5,0
240,Gustav Forsling\forslgu02,20,CHI,D,38,2,3,5,3,4,0,0,0,48,4.2,563,17,16,0,0
241,Cam Fowler\fowleca01,25,ANA,D,80,11,28,39,7,20,5,1,3,186,5.9,1988,134,29,0,0
242,Cody Franson\fransco01,29,BUF,D,68,3,16,19,-5,34,1,0,0,93,3.2,1257,68,87,0,0
243,Martin Frk\frkma01,23,CAR,RW,2,0,0,0,-3,0,0,0,0,1,0.0,17,1,3,0,0
244,Byron Froese\froesby01,25,TOT,C,6,0,0,0,-3,5,0,0,0,6,0.0,63,4,3,26,0
245,Michael Frolik\frolimi01,28,CGY,RW,82,17,27,44,13,58,3,2,1,202,8.4,1401,48,60,13,0
246,Marián Gáborík\gaborma01,34,LAK,RW,56,10,11,21,-4,18,3,0,3,123,8.1,828,15,21,0,0
247,Kurtis Gabriel\gabriku01,23,MIN,RW,13,0,1,1,0,29,0,0,0,3,0.0,76,1,26,0,0
248,Sam Gagner\gagnesa01,27,CBJ,C,81,18,32,50,10,22,8,0,1,178,10.1,1111,16,22,202,0
249,Alex Galchenyuk\galchal01,22,MTL,C,61,17,27,44,-5,24,6,0,6,104,16.3,972,32,36,274,0
250,Brendan Gallagher\gallabr01,24,MTL,RW,64,10,19,29,7,39,1,0,2,187,5.3,966,15,69,30,0
251,Ryan Garbutt\garbury01,31,ANA,LW,27,2,1,3,-3,20,0,0,1,26,7.7,247,12,53,7,0
252,Jake Gardiner\gardija01,26,TOR,D,82,9,34,43,24,34,2,0,2,127,7.1,1766,83,69,0,0
253,Jason Garrison\garrija01,32,TBL,D,70,1,8,9,-8,14,0,0,0,96,1.0,1300,91,93,0,0
254,Tyler Gaudet\gaudety01,23,ARI,C,4,0,1,1,0,0,0,0,0,3,0.0,52,1,3,14,0
255,Frederick Gaudreau\gaudrfr01,23,NSH,C,9,0,1,1,1,0,0,0,0,8,0.0,78,5,1,4,0
256,Johnny Gaudreau\gaudrjo01,23,CGY,LW,72,18,43,61,-7,4,4,0,3,182,9.9,1331,14,9,0,0
257,Brendan Gaunce\gauncbr01,22,VAN,LW,57,0,5,5,-2,33,0,0,0,51,0.0,541,12,94,84,0
258,Cameron Gaunce\gauncca01,26,PIT,D,12,1,3,4,1,13,0,0,0,8,12.5,150,10,23,0,0
259,Frederik Gauthier\gauthfr01,21,TOR,C,21,2,1,3,2,23,0,0,0,15,13.3,204,17,17,120,0
260,Luke Gazdic\gazdilu01,27,NJD,LW,11,0,0,0,-2,12,0,0,0,3,0.0,78,6,16,0,0
261,Eric Gelinas\geliner01,25,COL,D,27,0,1,1,-4,12,0,0,0,29,0.0,313,16,32,0,0
262,Ryan Getzlaf\getzlry01,31,ANA,C,74,15,58,73,7,49,6,2,3,138,10.9,1559,88,99,509,0
263,Tom Gilbert\gilbeto01,34,LAK,D,18,1,4,5,-4,6,0,0,0,12,8.3,278,28,10,0,0
264,Brian Gionta\giontbr01,38,BUF,RW,82,15,20,35,-11,22,3,1,3,149,10.1,1362,30,54,46,0
265,Stephen Gionta\giontst01,33,NYI,RW,26,1,5,6,9,2,0,0,0,17,5.9,291,7,56,56,0
266,Mark Giordano\giordma01,33,CGY,D,81,12,27,39,22,59,3,2,4,151,7.9,1910,184,78,0,0
267,Dan Girardi\girarda01,32,NYR,D,63,4,11,15,8,16,0,1,3,56,7.1,1203,166,107,0,0
268,Zemgus Girgensons\girgeze01,23,BUF,C,75,7,9,16,-7,18,0,0,0,112,6.3,987,26,120,273,0
269,Claude Giroux\giroucl01,29,PHI,C,82,14,44,58,-15,38,5,0,3,199,7.0,1568,28,68,977,0
270,Tanner Glass\glassta01,33,NYR,LW,11,1,1,2,0,17,0,0,0,8,12.5,120,4,37,2,0
271,Luke Glendening\glendlu01,27,DET,C,74,3,11,14,-10,26,0,0,0,76,3.9,956,62,150,307,0
272,Nikolay Goldobin\goldoni01,21,TOT,RW,14,3,0,3,0,0,0,0,1,14,21.4,159,4,1,0,0
273,Alex Goligoski\goligal01,31,ARI,D,82,6,30,36,-9,28,1,1,0,112,5.4,1913,143,137,0,0
274,Cody Goloubef\golouco01,27,COL,D,33,0,5,5,-11,25,0,0,0,35,0.0,561,33,30,0,0
275,Barclay Goodrow\goodrba01,23,SJS,RW,3,0,1,1,0,0,0,0,0,3,0.0,34,1,3,0,0
276,Boyd Gordon\gordobo01,33,PHI,C,13,1,0,1,-5,2,0,0,0,8,12.5,106,7,4,48,0
277,Josh Gorges\gorgejo01,32,BUF,D,66,1,5,6,-3,50,0,0,0,40,2.5,1218,108,143,0,0
278,Shayne Gostisbehere\gostish01,23,PHI,D,76,7,32,39,-21,32,2,0,1,198,3.5,1489,94,43,0,0
279,Yanni Gourde\gourdya01,25,TBL,C,20,6,2,8,-1,8,0,1,1,30,20.0,307,3,11,60,0
280,Michael Grabner\grabnmi01,29,NYR,RW,76,27,13,40,22,10,0,1,3,162,16.7,1071,34,41,7,0
281,Petter Granberg\granbpe01,24,NSH,D,10,0,0,0,0,10,0,0,0,4,0.0,96,9,17,0,0
282,Markus Granlund\granlma01,23,VAN,C,69,19,13,32,-19,14,3,0,3,122,15.6,1194,11,32,40,0
283,Mikael Granlund\granlmi01,24,MIN,C,81,26,43,69,23,12,7,3,4,177,14.7,1525,50,50,16,0
284,Derek Grant\grantde01,26,TOT,C,46,0,4,4,-5,24,0,0,0,40,0.0,449,29,27,200,0
285,Tyler Graovac\graovty01,23,MIN,C,52,7,2,9,7,10,0,0,2,48,14.6,512,15,52,163,0
286,Kevin Gravel\graveke01,24,LAK,D,49,1,6,7,3,6,1,0,0,52,1.9,693,65,73,0,0
287,Mike Green\greenmi03,31,DET,D,72,14,22,36,-20,40,3,0,2,125,11.2,1696,92,67,0,0
288,Andy Greene\greenan01,34,NJD,D,66,4,9,13,-16,8,1,1,1,83,4.8,1448,124,50,0,0
289,Matt Greene\greenma01,33,LAK,D,26,1,1,2,3,19,0,0,0,14,7.1,343,27,71,0,0
290,A.J. Greer\greeraj01,20,COL,LW,5,0,1,1,-2,4,0,0,0,8,0.0,68,3,4,0,0
291,Alexandre Grenier\grenial01,25,VAN,RW,3,0,0,0,-1,0,0,0,0,1,0.0,19,0,3,2,0
292,Seth Griffith\griffse01,24,TOT,C,24,0,5,5,6,8,0,0,0,21,0.0,306,5,30,2,0
293,Mikhail Grigorenko\grigomi01,22,COL,C,75,10,13,23,-14,18,0,0,0,85,11.8,1057,26,27,111,0
294,Rocco Grimaldi\grimaro01,23,COL,C,4,0,1,1,-3,2,0,0,0,11,0.0,44,4,1,0,0
295,Nicklas Grossmann\grossni01,32,CGY,D,3,0,0,0,-4,2,0,0,0,3,0.0,39,1,7,0,0
296,Eric Gryba\grybaer01,28,EDM,D,40,2,4,6,-5,65,0,0,2,45,4.4,646,47,145,0,0
297,Matt Grzelcyk\grzelma01,23,BOS,D,2,0,0,0,0,2,0,0,0,4,0.0,25,1,0,0,0
298,Radko Gudas\gudasra01,26,PHI,D,67,6,17,23,8,93,0,0,0,113,5.3,1293,124,280,0,0
299,Erik Gudbranson\gudbrer01,25,VAN,D,30,1,5,6,-14,18,0,0,1,40,2.5,610,44,66,0,0
300,Jake Guentzel\guentja01,22,PIT,C,40,16,17,33,7,10,1,0,0,81,19.8,635,18,61,8,0
301,Brendan Guhle\guhlebr01,19,BUF,D,3,0,0,0,1,0,0,0,0,4,0.0,49,8,3,0,0
302,Carl Gunnarsson\gunnaca01,30,STL,D,56,0,6,6,-5,4,0,0,0,32,0.0,761,68,42,0,0
303,Denis Gurianov\guriade01,19,DAL,RW,1,0,0,0,-1,0,0,0,0,0,,13,3,1,0,0
304,Carl Hagelin\hagelca01,28,PIT,LW,61,6,16,22,10,16,0,0,2,128,4.7,945,24,66,3,0
305,Robert Hagg\haggro01,21,PHI,D,1,0,0,0,0,0,0,0,0,5,0.0,21,3,4,0,0
306,Ron Hainsey\hainsro01,35,TOT,D,72,4,13,17,-8,21,0,1,1,71,5.6,1586,120,93,0,0
307,Micheal Haley\haleymi01,30,SJS,C,58,2,10,12,6,128,0,0,1,37,5.4,532,23,129,66,0
308,Taylor Hall\hallta02,25,NJD,LW,72,20,33,53,-9,32,7,0,4,238,8.4,1392,31,59,8,0
309,Dan Hamhuis\hamhuda01,34,DAL,D,79,1,15,16,-7,23,1,0,0,83,1.2,1529,100,93,0,0
310,Dougie Hamilton\hamildo01,23,CGY,D,81,13,37,50,12,64,2,0,5,222,5.9,1594,94,68,0,0
311,Freddie Hamilton\hamilfr01,25,CGY,C,26,2,0,2,-3,8,0,0,1,30,6.7,254,1,46,75,0
312,Travis Hamonic\hamontr01,26,NYI,D,49,3,11,14,-21,60,0,0,0,74,4.1,1002,108,58,0,0
313,Noah Hanifin\hanifno01,20,CAR,D,81,4,25,29,-19,26,2,0,1,108,3.7,1452,73,57,0,0
314,Joel Hanley\hanlejo01,25,MTL,D,7,0,0,0,-3,4,0,0,0,5,0.0,71,4,8,0,0
315,Markus Hannikainen\hannima01,23,CBJ,LW,10,1,1,2,0,6,0,0,0,8,12.5,91,5,16,0,0
316,Jannik Hansen\hanseja01,30,TOT,RW,43,8,12,20,2,34,0,0,1,73,11.0,690,15,43,0,0
317,Martin Hanzal\hanzama01,29,TOT,C,71,20,19,39,-17,53,5,0,2,169,11.8,1258,58,145,767,0
318,Shane Harper\harpesh01,27,FLA,RW,14,2,1,3,-1,18,0,0,0,13,15.4,144,0,19,0,0
319,Ben Harpur\harpube01,22,OTT,D,6,0,0,0,-1,0,0,0,0,3,0.0,107,3,5,0,0
320,Scott Harrington\harrisc01,23,CBJ,D,22,1,2,3,3,10,0,0,0,16,6.3,286,24,21,0,0
321,Ryan Hartman\hartmry01,22,CHI,LW,76,19,12,31,13,70,1,0,4,170,11.2,970,30,121,25,0
322,Scott Hartnell\hartnsc01,34,CBJ,LW,78,13,24,37,14,63,2,0,1,104,12.5,941,40,94,3,0
323,Garnet Hathaway\hathaga01,25,CGY,RW,26,1,4,5,0,44,0,0,0,22,4.5,238,14,56,10,0
324,Erik Haula\haulaer01,25,MIN,C,72,15,11,26,5,28,1,0,4,134,11.2,995,38,39,404,0
325,John Hayden\haydejo01,21,CHI,LW,12,1,3,4,3,4,0,0,0,22,4.5,140,2,44,0,0
326,Jimmy Hayes\hayesji01,27,BOS,RW,58,2,3,5,-3,29,0,0,1,74,2.7,535,10,74,14,0
327,Kevin Hayes\hayeske01,24,NYR,RW,76,17,32,49,10,18,1,1,4,143,11.9,1258,30,40,442,0
328,Victor Hedman\hedmavi01,26,TBL,D,79,16,56,72,3,47,4,0,5,166,9.6,1936,132,93,0,0
329,Tim Heed\heedti01,26,SJS,D,1,0,0,0,0,0,0,0,0,1,0.0,16,2,0,0,0
330,Danton Heinen\heineda01,21,BOS,C,8,0,0,0,-3,2,0,0,0,7,0.0,106,2,6,0,0
331,Seth Helgeson\helgese01,26,NJD,D,9,1,0,1,2,15,0,0,0,3,33.3,121,11,16,0,0
332,Darren Helm\helmda01,30,DET,C,50,8,9,17,-6,20,2,0,1,98,8.2,768,18,71,216,0
333,Ales Hemsky\hemskal01,33,DAL,RW,15,4,3,7,-1,0,1,0,0,30,13.3,216,4,1,0,0
334,Matt Hendricks\hendrma01,35,EDM,LW,42,4,3,7,-3,29,0,0,1,42,9.5,451,39,79,132,0
335,Samuel Henley\henlesa01,23,COL,C,1,1,0,1,1,2,0,0,0,1,100.0,5,0,2,0,0
336,Adam Henrique\henriad01,26,NJD,C,82,20,20,40,-20,38,6,2,2,142,14.1,1490,67,87,585,0
337,Tomas Hertl\hertlto01,23,SJS,C,49,10,12,22,-8,14,1,0,4,100,10.0,844,42,76,245,0
338,Thomas Hickey\hicketh01,27,NYI,D,76,4,16,20,-1,35,0,0,2,87,4.6,1331,103,89,0,0
339,Vinnie Hinostroza\hinosvi01,22,CHI,LW,49,6,8,14,-1,17,0,0,2,76,7.9,587,19,31,68,0
340,Niklas Hjalmarsson\hjalmni01,29,CHI,D,73,5,13,18,12,20,0,0,0,61,8.2,1569,181,23,0,0
341,Joshua Ho-Sang\hosanjo01,21,NYI,RW,21,4,6,10,1,12,1,0,0,22,18.2,346,2,4,0,0
342,Mike Hoffman\hoffmmi02,27,OTT,LW,74,26,35,61,17,51,13,0,8,224,11.6,1302,21,41,12,0
343,Nick Holden\holdeni01,29,NYR,D,80,11,23,34,13,35,3,0,2,84,13.1,1649,88,164,0,0
344,Peter Holland\hollape01,26,TOT,C,48,5,7,12,-16,22,1,0,0,79,6.3,612,9,37,228,0
345,Korbinian Holzer\holzeko01,28,ANA,D,32,2,5,7,0,23,0,0,0,14,14.3,432,34,71,0,0
346,Julius Honka\honkaju01,21,DAL,D,16,1,4,5,-4,4,0,0,1,34,2.9,270,15,9,0,0
347,Patric Hornqvist\hornqpa01,30,PIT,RW,70,21,23,44,16,28,10,0,6,223,9.4,1117,62,227,3,0
348,Bo Horvat\horvabo01,21,VAN,C,81,20,32,52,-7,27,3,2,1,158,12.7,1461,41,65,756,0
349,Marián Hossa*\hossama01,38,CHI,RW,73,26,19,45,7,8,5,1,7,167,15.6,1231,36,32,5,0
350,Quinton Howden\howdequ01,25,WPG,C,5,0,0,0,1,0,0,0,0,5,0.0,43,0,4,0,0
351,Marek Hrivik\hrivima01,25,NYR,LW,16,0,2,2,-3,2,0,0,0,15,0.0,167,5,19,32,0
352,Jonathan Huberdeau\huberjo01,23,FLA,LW,31,10,16,26,-2,13,3,0,2,86,11.6,556,7,18,4,0
353,Jiri Hudler\hudleji01,33,DAL,RW,32,3,8,11,-3,4,1,0,1,27,11.1,379,3,9,3,0
354,Charles Hudon\hudonch01,22,MTL,LW,3,0,2,2,1,2,0,0,0,3,0.0,36,0,11,0,0
355,Brad Hunt\huntbr01,28,TOT,D,12,1,5,6,-1,2,1,0,0,14,7.1,174,3,0,0,0
356,Matt Hunwick\hunwima01,31,TOR,D,72,1,18,19,8,18,0,0,0,73,1.4,1294,90,91,0,0
357,Ben Hutton\huttobe01,23,VAN,D,71,5,14,19,-22,31,2,0,1,130,3.8,1455,106,46,0,0
358,Zach Hyman\hymanza01,24,TOR,C,82,10,18,28,2,30,0,4,3,156,6.4,1369,43,109,11,0
359,Jarome Iginla*\iginlja01,39,TOT,RW,80,14,13,27,-30,70,7,0,4,153,9.2,1210,21,116,16,0
360,Matt Irwin\irwinma01,29,NSH,D,74,3,11,14,15,26,0,0,1,98,3.1,1204,121,115,0,0
361,Jaromír Jágr\jagrja01,44,FLA,RW,82,16,30,46,2,56,8,0,2,181,8.8,1394,4,21,1,0
362,Mark Jankowski\jankoma01,22,CGY,C,1,0,0,0,0,0,0,0,0,0,,10,0,1,5,0
363,Calle Jarnkrok\jarnkca01,25,NSH,C,81,15,16,31,-1,25,2,1,1,134,11.2,1274,29,49,452,0
364,Dmitrij Jaskin\jaskidm01,23,STL,RW,51,1,10,11,5,18,0,0,0,55,1.8,589,19,98,5,0
365,Boone Jenner\jennebo01,23,CBJ,C,82,18,16,34,14,52,0,2,4,211,8.5,1317,80,216,92,0
366,Nick Jensen\jenseni02,26,DET,D,49,4,9,13,-7,12,0,0,0,59,6.8,870,56,55,0,0
367,Nicklas Jensen\jenseni01,23,NYR,RW,7,0,0,0,-2,0,0,0,0,8,0.0,65,2,7,0,0
368,Ryan Johansen\johanry01,24,NSH,C,82,14,47,61,1,60,4,1,3,154,9.1,1545,28,77,803,0
369,Marcus Johansson\johanma03,26,WSH,LW,82,24,34,58,25,10,5,0,5,129,18.6,1394,22,32,13,0
370,Stephen Johns\johnsst03,24,DAL,D,61,4,6,10,-10,36,0,0,1,91,4.4,1114,130,159,0,0
371,Erik Johnson\johnser01,28,COL,D,46,2,15,17,-6,9,0,0,1,96,2.1,1016,98,87,0,0
372,Jack Johnson\johnsja02,30,CBJ,D,82,5,18,23,23,32,1,0,1,116,4.3,1789,134,94,1,0
373,Tyler Johnson\johnsty01,26,TBL,C,66,19,26,45,-5,28,6,0,3,130,14.6,1242,30,46,583,0
374,Ryan Johnston\johnsry02,24,MTL,D,7,0,0,0,-3,4,0,0,0,3,0.0,69,2,1,0,0
375,Jussi Jokinen\jokinju01,33,FLA,LW,69,11,17,28,-15,39,4,1,2,118,9.3,1201,33,28,75,0
376,Jyrki Jokipakka\jokipjy01,25,TOT,D,41,1,5,6,-4,12,0,0,0,29,3.4,592,32,31,0,0
377,Connor Jones\jonesco01,26,NYI,C,4,0,0,0,1,2,0,0,0,2,0.0,47,3,13,8,0
378,Seth Jones\jonesse01,22,CBJ,D,75,12,30,42,6,24,1,0,3,152,7.9,1755,118,61,0,0
379,Josh Jooris\joorijo01,26,TOT,RW,54,4,8,12,-2,16,0,0,0,75,5.3,659,30,49,222,0
380,Jacob Josefson\josefja01,25,NJD,C,38,1,9,10,-1,16,0,0,1,44,2.3,465,12,31,162,0
381,Roman Josi\josiro01,26,NSH,D,72,12,37,49,7,18,7,0,1,217,5.5,1805,119,54,0,0
382,Tyson Jost\jostty01,18,COL,C,6,1,0,1,-5,0,0,0,0,9,11.1,94,3,3,28,0
383,Tomas Jurco\jurcoto01,24,TOT,LW,29,1,0,1,-12,4,0,0,0,35,2.9,308,9,21,0,0
384,Nazem Kadri\kadrina01,26,TOR,C,82,32,29,61,-7,95,12,0,6,236,13.6,1360,31,124,543,0
385,Sergey Kalinin\kalinse01,25,NJD,C,43,2,2,4,-14,15,0,0,0,38,5.3,550,20,53,72,0
386,Vladislav Kamenev\kamenvl01,20,NSH,LW,2,0,0,0,-1,2,0,0,0,1,0.0,20,1,1,6,0
387,Steven Kampfer\kampfst01,28,TOT,D,11,1,1,2,-2,6,0,0,0,10,10.0,146,10,24,0,0
388,Evander Kane\kaneev01,25,BUF,LW,70,28,15,43,-17,113,3,0,5,260,10.8,1344,29,109,55,0
389,Patrick Kane\kanepa01,28,CHI,RW,82,34,55,89,11,32,7,0,5,292,11.6,1754,15,28,7,0
390,Kasperi Kapanen\kapanka01,20,TOR,RW,8,1,0,1,-2,0,0,0,0,11,9.1,86,2,6,0,0
391,Michael Kapla\kaplami01,22,NJD,D,5,0,0,0,-1,0,0,0,0,4,0.0,87,5,5,0,0
392,Erik Karlsson\karlser01,26,OTT,D,77,17,54,71,10,28,4,0,5,218,7.8,2066,201,67,0,0
393,Melker Karlsson\karlsme01,26,SJS,C,67,11,11,22,7,22,0,2,1,73,15.1,858,59,67,1,0
394,William Karlsson\karlswi01,24,CBJ,C,81,6,19,25,10,10,1,0,3,96,6.3,1084,24,35,435,0
395,Ondrej Kase\kaseon01,21,ANA,RW,53,5,10,15,-1,18,0,0,2,77,6.5,625,14,42,1,0
396,Zack Kassian\kassiza01,26,EDM,RW,79,7,17,24,4,101,0,0,0,110,6.4,972,16,201,4,0
397,Bracken Kearns\kearnbr01,35,NYI,C,2,0,0,0,-1,2,0,0,0,3,0.0,22,2,5,10,0
398,Duncan Keith\keithdu01,33,CHI,D,80,6,47,53,22,16,2,0,2,183,3.3,2049,107,24,0,0
399,Clayton Keller\kellecl01,18,ARI,LW,3,0,2,2,-3,0,0,0,0,0,,38,0,0,0,0
400,Chris Kelly\kellych01,36,OTT,C,82,5,7,12,-17,23,0,1,2,85,5.9,979,48,71,223,0
401,Adrian Kempe\kempead01,20,LAK,LW,25,2,4,6,-3,6,0,0,1,32,6.3,306,7,23,67,0
402,Michal Kempny\kempnmi01,26,CHI,D,50,2,6,8,1,22,0,0,0,67,3.0,748,59,76,0,0
403,Nicolas Kerdiles\kerdini01,23,ANA,LW,1,0,0,0,1,0,0,0,0,0,,11,2,0,1,0
404,Tanner Kero\kerota01,24,CHI,RW,47,6,10,16,15,8,0,0,0,60,10.0,634,51,41,209,0
405,Ryan Kesler\keslery01,32,ANA,C,82,22,36,58,8,83,8,0,2,186,11.8,1747,75,146,1029,0
406,Phil Kessel\kesseph01,29,PIT,RW,82,23,47,70,3,20,8,0,4,229,10.0,1471,15,12,5,0
407,Jujhar Khaira\khairju01,22,EDM,LW,10,1,0,1,1,2,0,0,1,10,10.0,93,5,20,7,0
408,Alex Killorn\killoal01,27,TBL,LW,81,19,17,36,-9,66,4,1,4,176,10.8,1458,25,99,4,0
409,Jakub Kindl\kindlja01,29,FLA,D,39,0,4,4,-11,28,0,0,0,41,0.0,573,37,49,0,0
410,Dwight King\kingdw01,27,TOT,LW,80,9,7,16,-2,12,0,0,1,110,8.2,1153,28,120,4,0
411,Oscar Klefbom\klefbos01,23,EDM,D,82,12,26,38,7,6,3,0,3,201,6.0,1834,146,43,0,0
412,Kevin Klein\kleinke01,32,NYR,D,60,3,11,14,5,31,0,0,0,54,5.6,1058,123,135,0,0
413,John Klingberg\klingjo01,24,DAL,D,80,13,36,49,2,34,4,0,3,124,10.5,1868,117,42,1,0
414,Slater Koekkoek\koekksl01,22,TBL,D,29,0,4,4,-4,8,0,0,0,27,0.0,377,27,25,0,0
415,Mikko Koivu\koivumi01,33,MIN,C,80,18,40,58,27,34,2,0,4,139,12.9,1529,65,32,938,0
416,Leo Komarov\komarle01,30,TOR,C,82,14,18,32,6,31,4,1,1,114,12.3,1400,50,232,91,0
417,Travis Konecny\konectr01,19,PHI,C,70,11,17,28,-2,49,3,0,0,133,8.3,986,26,92,0,0
418,Anze Kopitar\kopitan01,29,LAK,C,76,12,40,52,-10,28,5,0,0,150,8.0,1578,59,78,892,0
419,Lauri Korpikoski\korpila01,30,TOT,LW,69,8,12,20,5,10,0,0,0,108,7.4,856,36,37,0,0
420,Kalle Kossila\kossika01,23,ANA,LW,1,0,0,0,0,0,0,0,0,1,0.0,7,0,1,3,0
421,Chris Kreider\kreidch01,25,NYR,LW,75,28,25,53,6,58,6,0,4,186,15.1,1275,30,132,5,0
422,David Krejci\krejcda01,30,BOS,C,82,23,31,54,-12,26,8,0,3,158,14.6,1498,51,40,657,0
423,Niklas Kronwall\kronwni01,36,DET,D,57,2,11,13,-7,32,0,0,0,67,3.0,1109,81,77,0,0
424,Torey Krug\krugto01,25,BOS,D,81,8,43,51,-10,37,6,0,1,208,3.8,1750,82,59,0,0
425,Marcus Kruger\krugema01,26,CHI,C,70,5,12,17,7,34,0,0,0,83,6.0,981,62,31,357,0
426,Nikita Kucherov\kucheni01,23,TBL,RW,74,40,45,85,13,38,17,0,7,246,16.3,1438,20,30,0,0
427,Tom Kuhnhackl\kuhnhto01,25,PIT,RW,57,4,12,16,8,18,0,1,0,49,8.2,607,42,112,2,0
428,Brett Kulak\kulakbr01,23,CGY,D,21,0,3,3,-3,12,0,0,0,19,0.0,299,13,14,0,0
429,Nikolai Kulemin\kulemni01,30,NYI,LW,72,12,11,23,3,18,1,1,4,74,16.2,995,45,78,14,0
430,Dmitry Kulikov\kulikdm01,26,BUF,D,47,2,3,5,-26,26,1,0,0,42,4.8,1029,72,60,0,0
431,Chris Kunitz\kunitch01,37,PIT,LW,71,9,20,29,0,36,0,0,3,134,6.7,1101,28,216,3,0
432,Sean Kuraly\kuralse01,24,BOS,C,8,0,1,1,-1,2,0,0,0,11,0.0,74,1,9,1,0
433,Evgeny Kuznetsov\kuzneev01,24,WSH,C,82,19,40,59,18,46,3,0,4,170,11.2,1390,18,57,456,0
434,Kevin Labanc\labanke01,21,SJS,RW,55,8,12,20,9,22,0,0,2,70,11.4,752,14,19,2,0
435,Joseph Labate\labatjo01,23,VAN,C,13,0,0,0,-2,21,0,0,0,5,0.0,88,2,23,1,0
436,Andrew Ladd\laddan01,31,NYI,LW,78,23,8,31,-14,45,3,1,4,142,16.2,1262,54,112,4,0
437,Paul Ladue\laduepa01,24,LAK,D,22,0,8,8,-5,4,0,0,0,27,0.0,339,13,17,0,0
438,Patrik Laine\lainepa01,18,WPG,RW,73,36,28,64,7,26,9,0,5,204,17.6,1308,33,80,0,0
439,Anton Lander\landean01,25,EDM,C,22,1,3,4,2,6,0,0,0,12,8.3,215,7,28,79,0
440,Gabriel Landeskog\landega01,24,COL,LW,72,18,15,33,-25,62,5,1,2,169,10.7,1352,41,143,62,0
441,Nick Lappin\lappini01,24,NJD,RW,43,4,3,7,-17,17,0,0,0,57,7.0,504,10,35,2,0
442,Dylan Larkin\larkidy01,20,DET,C,80,17,15,32,-28,37,5,1,1,178,9.6,1292,22,67,196,0
443,Philip Larsen\larseph01,27,VAN,D,26,1,5,6,-8,4,0,0,0,32,3.1,428,22,12,0,0
444,Adam Larsson\larssad01,24,EDM,D,79,4,15,19,21,55,0,0,0,85,4.7,1592,160,253,0,0
445,Jacob Larsson\larssja01,19,ANA,D,4,0,0,0,-1,2,0,0,0,2,0.0,66,1,1,0,0
446,Johan Larsson\larssjo02,24,BUF,C,36,6,5,11,-7,20,1,0,2,49,12.2,607,23,33,261,0
447,Brian Lashoff\lashobr01,26,DET,D,5,0,0,0,-3,0,0,0,0,1,0.0,63,4,8,0,0
448,Scott Laughton\laughsc01,22,PHI,C,2,0,0,0,0,0,0,0,0,4,0.0,20,0,3,11,0
449,Curtis Lazar\lazarcu01,21,TOT,RW,37,1,3,4,-8,4,0,0,0,26,3.8,338,17,66,39,0
450,Nick Leddy\leddyni01,25,NYI,D,81,11,35,46,-3,12,3,0,1,137,8.0,1840,109,77,0,0
451,Anders Lee\leean01,26,NYI,LW,81,34,18,52,9,56,9,0,6,191,17.8,1263,34,172,7,0
452,Artturi Lehkonen\lehkoar01,21,MTL,LW,73,18,10,28,-1,8,2,1,3,158,11.4,1012,25,72,2,0
453,Jori Lehtera\lehtejo01,29,STL,C,64,7,15,22,-6,34,0,0,1,67,10.4,971,29,64,409,0
454,Taylor Leier\leierta01,22,PHI,LW,10,1,1,2,-1,4,0,0,0,7,14.3,91,0,7,0,0
455,Josh Leivo\leivojo01,23,TOR,LW,13,2,8,10,2,4,1,0,0,27,7.4,163,4,5,1,0
456,Brett Lernout\lernobr01,21,MTL,D,2,0,0,0,-1,0,0,0,0,3,0.0,38,3,8,0,0
457,Kris Letang\letankr01,29,PIT,D,41,5,29,34,2,32,2,0,2,122,4.1,1046,70,70,0,0
458,Mark Letestu\letesma01,31,EDM,C,78,16,19,35,-2,17,11,2,6,120,13.3,1111,34,71,452,0
459,Trevor Lewis\lewistr01,30,LAK,C,82,12,12,24,-6,30,1,0,3,145,8.3,1170,30,174,44,0
460,Michael Liambas\liambmi01,27,NSH,LW,1,0,0,0,-1,0,0,0,0,0,,5,0,1,0,0
461,John-Michael Liles\lilesjo01,36,BOS,D,36,0,5,5,1,4,0,0,0,36,0.0,583,41,25,2,0
462,Oscar Lindberg\lindbos02,25,NYR,C,65,8,12,20,2,32,0,0,1,86,9.3,704,36,94,299,0
