,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
696,Miikka Salomaki\salommi01,23,NSH,RW,5,0,0,0,-1,2,0,0,0,3,0.0,61,9,14,0,0
697,Zach Sanford\sanfoza01,22,TOT,LW,39,4,4,8,2,10,0,0,2,36,11.1,423,20,22,17,0
698,Steven Santini\santist01,21,NJD,D,38,2,5,7,-6,14,0,0,0,46,4.3,611,35,83,0,0
699,David Savard\savarda01,26,CBJ,D,74,6,17,23,33,44,0,0,0,135,4.4,1616,126,127,0,0
700,Luca Sbisa\sbisalu01,27,VAN,D,82,2,11,13,-1,40,0,0,1,75,2.7,1556,122,130,0,0
701,Marco Scandella\scandma01,26,MIN,D,71,4,9,13,-2,25,0,0,0,88,4.5,1302,85,50,0,0
702,Colton Sceviour\scevico01,27,FLA,C,80,9,15,24,-16,25,1,3,1,172,5.2,1171,64,108,31,0
703,Tim Schaller\schalti01,26,BOS,C,59,7,7,14,-6,23,0,0,2,89,7.9,724,38,73,28,0
704,Mark Scheifele\scheima01,23,WPG,C,79,32,50,82,18,38,7,0,5,160,20.0,1624,34,49,635,0
705,Brayden Schenn\schenbr01,25,PHI,C,79,25,30,55,-13,38,17,0,7,178,14.0,1407,42,189,232,0
706,Luke Schenn\schenlu01,27,ARI,D,78,1,7,8,-9,85,0,0,0,94,1.1,1408,134,286,0,0
707,Nikita Scherbak\scherni01,21,MTL,RW,3,1,0,1,1,0,1,0,0,3,33.3,34,1,0,0,0
708,David Schlemko\schleda01,29,SJS,D,62,2,16,18,4,14,1,0,1,118,1.7,1038,112,35,0,0
709,Jordan Schmaltz\schmajo01,23,STL,D,9,0,2,2,0,4,0,0,0,5,0.0,129,10,4,0,0
710,Nick Schmaltz\schmani01,20,CHI,LW,61,6,22,28,10,6,0,0,0,66,9.1,809,27,20,84,0
711,Nate Schmidt\schmina01,25,WSH,D,60,3,14,17,22,16,0,0,0,60,5.0,929,37,51,0,0
712,Cole Schneider\schneco02,26,BUF,LW,4,0,1,1,2,0,0,0,0,6,0.0,29,2,3,0,0
713,Jordan Schroeder\schrojo01,26,MIN,C,37,6,7,13,5,0,0,0,0,37,16.2,362,15,29,19,0
714,Justin Schultz\schulju01,26,PIT,D,78,12,39,51,27,34,3,0,1,154,7.8,1595,116,67,0,0
715,Nick Schultz\schulni01,34,PHI,D,28,0,4,4,1,10,0,0,0,25,0.0,427,61,45,0,0
716,Jaden Schwartz\schwaja01,24,STL,LW,78,19,36,55,14,18,3,0,4,179,10.6,1475,43,71,67,0
717,Brent Seabrook\seabrbr01,31,CHI,D,79,3,36,39,5,26,2,0,0,131,2.3,1729,147,111,0,0
718,Daniel Sedin\sedinda01,36,VAN,LW,82,15,29,44,-16,32,6,0,3,216,6.9,1508,18,20,3,0
719,Henrik Sedin\sedinhe01,36,VAN,C,82,15,35,50,-27,28,1,0,4,99,15.2,1561,11,15,611,0
720,Lukas Sedlak\sedlalu01,23,CBJ,LW,62,7,6,13,10,25,0,1,0,57,12.3,603,28,66,232,0
721,Tyler Seguin\seguity01,25,DAL,C,82,26,46,72,-15,22,11,0,4,301,8.6,1514,26,60,401,0
722,Dennis Seidenberg\seidede01,35,NYI,D,73,5,17,22,25,32,0,0,0,89,5.6,1418,146,154,0,0
723,Andrej Sekera\sekeran01,30,EDM,D,80,8,27,35,14,18,1,1,1,128,6.3,1719,166,55,0,0
724,Mikhail Sergachev\sergami01,18,MTL,D,4,0,0,0,1,0,0,0,0,2,0.0,49,3,10,0,0
725,Tom Sestito\sestito01,29,PIT,LW,13,0,2,2,0,48,0,0,0,3,0.0,72,2,19,0,0
726,Devin Setoguchi\setogde01,30,LAK,RW,45,4,8,12,-5,14,0,0,0,60,6.7,560,10,53,2,0
727,Damon Severson\severda01,22,NJD,D,80,3,28,31,-31,58,0,0,1,125,2.4,1628,72,79,0,0
728,Michael Sgarbossa\sgarbmi01,24,TOT,C,38,2,7,9,-5,9,1,0,0,33,6.1,424,16,39,138,0
729,Patrick Sharp\sharppa01,35,DAL,LW,48,8,10,18,-22,31,1,1,0,146,5.5,765,24,24,29,0
730,Kevin Shattenkirk\shattke01,28,TOT,D,80,13,43,56,-7,47,8,0,2,161,8.1,1595,95,88,0,0
731,Andrew Shaw\shawan01,25,MTL,C,68,12,17,29,4,110,1,0,1,127,9.4,1034,38,147,239,0
732,Logan Shaw\shawlo01,25,ANA,RW,55,3,7,10,3,10,0,1,1,59,5.1,534,18,62,55,0
733,Riley Sheahan\sheahri01,25,DET,C,80,2,11,13,-29,14,1,0,0,109,1.8,1118,38,81,236,0
734,Conor Sheary\shearco01,24,PIT,LW,61,23,30,53,24,22,2,0,6,154,14.9,972,23,29,0,0
735,Hunter Shinkaruk\shinkhu01,22,CGY,LW,7,0,1,1,-3,2,0,0,0,5,0.0,74,3,3,0,0
736,Devin Shore\shorede01,22,DAL,C,82,13,20,33,-4,14,1,0,0,115,11.3,1159,71,44,221,0
737,Drew Shore\shoredr01,26,VAN,C,14,0,2,2,-3,4,0,0,0,11,0.0,168,3,22,38,0
738,Nick Shore\shoreni01,24,LAK,C,70,6,11,17,-2,20,0,1,1,79,7.6,895,22,58,362,0
739,Duncan Siemens\siemedu01,23,COL,D,3,0,0,0,-2,2,0,0,0,2,0.0,37,1,10,0,0
740,Jakob Silfverberg\silfvja01,26,ANA,RW,79,23,26,49,10,20,5,1,5,227,10.1,1460,46,47,1,0
741,Wayne Simmonds\simmowa01,28,PHI,RW,82,31,23,54,-18,122,16,2,4,224,13.8,1556,60,162,8,0
742,Dominik Simon\simondo01,22,PIT,C,2,0,1,1,-1,0,0,0,0,2,0.0,26,0,2,0,0
743,Dillon Simpson\simpsdi01,23,EDM,D,3,0,0,0,0,2,0,0,0,2,0.0,33,2,3,0,0
744,Colton Sissons\sissoco01,23,NSH,C,58,8,2,10,11,12,0,1,1,42,19.0,645,24,104,192,0
745,Jack Skille\skillja01,29,VAN,RW,55,5,4,9,0,12,0,0,0,73,6.8,484,24,74,2,0
746,Jeff Skinner\skinnje01,24,CAR,LW,79,37,26,63,-3,28,7,0,4,281,13.2,1401,28,33,10,0
747,Brady Skjei\skjeibr01,22,NYR,D,80,5,34,39,11,42,0,0,0,127,3.9,1397,69,147,0,0
748,Jaccob Slavin\slavija01,22,CAR,D,82,5,29,34,23,12,0,1,0,99,5.1,1922,161,35,0,0
749,Anton Slepyshev\slepyan01,22,EDM,LW,41,4,6,10,5,4,0,0,0,55,7.3,456,15,64,2,0
750,Ben Smith\smithbe01,28,TOT,RW,40,2,2,4,-7,4,0,0,0,30,6.7,459,41,29,241,0
751,Brendan Smith\smithbr05,27,TOT,D,51,3,6,9,1,63,1,0,1,62,4.8,981,65,59,0,0
752,C.J. Smith\smithcj01,22,BUF,LW,2,0,1,1,-1,0,0,0,0,2,0.0,23,0,0,0,0
753,Craig Smith\smithcr01,27,NSH,RW,78,12,17,29,7,30,2,0,1,155,7.7,1078,16,93,51,0
754,Gemel Smith\smithge02,22,DAL,C,17,3,3,6,-1,21,0,1,0,19,15.8,231,6,6,25,0
755,Reilly Smith\smithre01,25,FLA,RW,80,15,22,37,-13,17,6,1,3,160,9.4,1468,34,75,3,0
756,Trevor Smith\smithtr01,31,NSH,C,1,0,0,0,0,0,0,0,0,0,,7,2,0,0,0
757,Zack Smith\smithza01,28,OTT,C,74,16,16,32,6,61,1,4,1,137,11.7,1212,38,140,317,0
758,Devante Smith-Pelly\smithde06,24,NJD,RW,53,4,5,9,-19,12,0,0,0,76,5.3,716,32,94,29,0
759,Vladimir Sobotka\sobotvl01,29,STL,LW,1,1,0,1,0,0,0,0,0,2,50.0,17,0,0,6,0
760,Carl Soderberg\soderca01,31,COL,C,80,6,8,14,-26,22,1,0,0,128,4.7,1076,42,34,365,0
761,Marcus Sorensen\sorenma01,24,SJS,RW,19,1,3,4,-1,4,0,0,1,27,3.7,205,6,15,3,0
762,Nick Sorensen\sorenni01,22,ANA,RW,5,0,1,1,-1,2,0,0,0,7,0.0,54,3,2,1,0
763,Nikita Soshnikov\soshnni01,23,TOR,RW,56,5,4,9,1,16,0,0,0,70,7.1,608,28,101,2,0
764,Blake Speers\speerbl01,20,NJD,C,3,0,0,0,0,0,0,0,0,3,0.0,28,1,1,0,0
765,Jason Spezza\spezzja01,33,DAL,C,68,15,35,50,-18,29,2,1,4,149,10.1,1100,31,13,354,0
766,Ryan Spooner\spoonry01,25,BOS,C,78,11,28,39,-8,14,3,0,3,145,7.6,1099,17,24,79,0
767,Ryan Sproul\sproury01,24,DET,D,27,1,6,7,-8,6,1,0,0,46,2.2,409,14,12,0,0
768,Jared Spurgeon\spurgja01,27,MIN,D,76,10,28,38,33,20,1,0,2,144,6.9,1827,140,49,0,0
769,Eric Staal\staaler01,32,MIN,C,82,28,37,65,17,34,4,1,8,211,13.3,1526,39,42,577,0
770,Jordan Staal\staaljo01,28,CAR,C,75,16,29,45,-1,38,4,1,3,164,9.8,1400,29,139,688,0
771,Marc Staal\staalma01,30,NYR,D,72,3,7,10,9,34,0,0,0,70,4.3,1381,97,89,0,0
772,Drew Stafford\staffdr01,31,TOT,RW,58,8,13,21,6,24,3,0,3,109,7.3,789,3,62,7,0
773,Matt Stajan\stajama01,33,CGY,C,81,6,17,23,3,40,0,0,3,59,10.2,1027,39,60,385,0
774,Viktor Stalberg\stalbvi01,31,TOT,LW,75,11,5,16,-9,41,1,2,2,101,10.9,915,28,141,0,0
775,Steven Stamkos\stamkst01,26,TBL,C,17,9,11,20,3,14,3,0,1,58,15.5,304,3,21,106,0
776,Paul Stastny\stastpa01,31,STL,C,66,18,22,40,4,36,5,0,5,112,16.1,1263,35,51,786,0
777,Troy Stecher\stechtr01,22,VAN,D,71,3,21,24,-16,25,1,0,0,125,2.4,1419,66,51,0,0
778,Alex Steen\steenal01,32,STL,LW,76,16,35,51,-2,53,3,0,2,117,13.7,1467,69,33,101,0
779,Lee Stempniak\stemple01,33,CAR,RW,82,16,24,40,2,32,2,0,2,131,12.2,1299,16,113,3,0
780,Derek Stepan\stepade01,26,NYR,C,81,17,38,55,19,16,4,1,2,209,8.1,1507,45,26,716,0
781,Chandler Stephenson\stephch02,22,WSH,C,4,0,0,0,0,0,0,0,0,3,0.0,36,0,0,12,0
782,Chris Stewart\stewach02,29,MIN,RW,79,13,8,21,3,94,0,0,0,82,15.9,821,19,85,2,0
783,Karl Stollery\stollka01,29,NJD,D,11,0,3,3,-5,13,0,0,0,11,0.0,186,16,26,0,0
784,Mark Stone\stonema01,24,OTT,RW,71,22,32,54,12,25,6,0,5,134,16.4,1318,53,43,10,0
785,Michael Stone\stonemi01,26,TOT,D,64,3,12,15,0,32,1,0,0,81,3.7,1268,143,125,1,0
786,Clayton Stoner\stonecl01,31,ANA,D,14,1,2,3,0,28,0,0,0,16,6.3,246,17,35,0,0
787,Brian Strait\straibr01,29,WPG,D,5,0,2,2,-1,0,0,0,0,3,0.0,80,8,5,0,0
788,Anton Stralman\stralan01,30,TBL,D,73,5,17,22,1,20,1,0,0,130,3.8,1672,96,106,0,0
789,Ben Street\streebe01,29,DET,C,6,0,1,1,1,0,0,0,0,8,0.0,50,0,3,0,0
790,Mark Streit\streima01,39,TOT,D,68,6,21,27,-12,28,1,0,2,114,5.3,1275,92,38,0,0
791,Dylan Strome\stromdy01,19,ARI,C,7,0,1,1,-5,0,0,0,0,6,0.0,96,2,3,31,0
792,Ryan Strome\stromry01,23,NYI,RW,69,13,17,30,-8,40,2,0,2,114,11.4,1008,21,59,147,0
793,Mark Stuart\stuarma01,32,WPG,D,42,2,2,4,4,27,0,0,1,24,8.3,523,79,68,0,0
794,P.K. Subban\subbapk01,27,NSH,D,66,10,30,40,-8,44,3,0,2,142,7.0,1611,104,78,0,0
795,Oskar Sundqvist\sundqos01,22,PIT,C,10,0,0,0,-4,2,0,0,0,9,0.0,92,2,13,16,0
796,Andrej Sustr\sustran01,26,TBL,D,80,3,11,14,-10,43,0,0,1,93,3.2,1407,102,45,0,0
797,Ryan Suter\suterry01,32,MIN,D,82,9,31,40,34,36,4,1,1,164,5.5,2208,105,72,0,0
798,Brandon Sutter\suttebr03,27,VAN,C,81,17,17,34,-20,12,4,0,1,160,10.6,1523,53,78,788,0
799,Evgeny Svechnikov\svechev01,20,DET,RW,2,0,0,0,0,0,0,0,0,4,0.0,26,1,2,0,0
800,Brandon Tanev\tanevbr01,25,WPG,LW,51,2,2,4,-6,26,0,0,1,54,3.7,545,31,128,1,0
801,Chris Tanev\tanevch01,27,VAN,D,53,2,8,10,3,14,0,0,1,39,5.1,1078,91,19,0,0
802,Vladimir Tarasenko\tarasvl01,25,STL,RW,82,39,36,75,-1,12,9,0,8,286,13.6,1515,31,50,5,0
803,Tomas Tatar\tatarto01,26,DET,LW,82,25,21,46,-8,26,5,0,5,166,15.1,1417,24,92,8,0
804,John Tavares\tavarjo01,26,NYI,C,77,28,38,66,4,38,7,1,3,260,10.8,1572,20,42,824,0
805,Matt Tennyson\tennyma01,26,CAR,D,45,0,6,6,-13,6,0,0,0,36,0.0,598,48,65,0,0
806,Teuvo Teravainen\teravte01,22,CAR,LW,81,15,27,42,-6,16,5,0,2,169,8.9,1315,33,27,193,0
807,Chris Terry\terrych01,27,MTL,LW,14,2,2,4,-1,4,0,0,0,15,13.3,138,1,10,1,0
808,Shea Theodore\theodsh01,21,ANA,D,34,2,7,9,-6,28,1,0,1,60,3.3,589,30,14,0,0
809,Nate Thompson\thompna01,32,ANA,C,30,1,1,2,4,14,0,0,0,19,5.3,312,9,69,130,0
810,Paul Thompson\thomppa02,28,FLA,RW,21,0,3,3,-4,22,0,0,0,19,0.0,166,16,48,0,0
811,Ben Thomson\thomsbe01,24,NJD,LW,3,0,0,0,-4,4,0,0,0,7,0.0,33,1,7,0,0
812,Chris Thorburn\thorbch01,33,WPG,RW,64,3,1,4,-7,95,0,1,0,36,8.3,446,25,90,13,0
813,Joe Thornton\thornjo01,37,SJS,C,79,7,43,50,7,51,1,0,0,81,8.6,1427,31,52,374,0
814,Shawn Thornton\thornsh01,39,FLA,LW,50,2,2,4,-7,67,0,0,0,42,4.8,384,8,52,5,0
815,Chris Tierney\tiernch01,22,SJS,C,80,11,12,23,0,6,1,1,2,90,12.2,1168,44,50,399,0
816,Matthew Tkachuk\tkachma01,19,CGY,LW,76,13,35,48,14,105,3,0,2,142,9.2,1114,22,65,8,0
817,Jonathan Toews\toewsjo01,28,CHI,C,72,21,37,58,7,35,6,0,5,199,10.6,1451,32,43,852,0
818,Tyler Toffoli\toffoty01,24,LAK,C,63,16,18,34,6,22,4,0,2,165,9.7,1045,4,54,2,0
819,Sergey Tolchinsky\tolchse01,21,CAR,LW,2,0,1,1,0,0,0,0,0,2,0.0,23,0,0,0,0
820,Jordin Tootoo\tootojo01,33,CHI,RW,50,2,1,3,-6,28,0,0,0,43,4.7,337,8,52,1,0
821,Vincent Trocheck\trochvi01,23,FLA,C,82,23,31,54,-13,43,2,0,2,230,10.0,1708,51,164,835,0
822,Corey Tropp\troppco01,27,ANA,RW,1,0,0,0,-1,0,0,0,0,0,,9,0,2,0,0
823,Jacob Trouba\troubja01,22,WPG,D,60,8,25,33,4,54,2,0,1,154,5.2,1498,118,107,0,0
824,Nikita Tryamkin\tryamni01,22,VAN,D,66,2,7,9,-7,64,0,0,0,65,3.1,1105,87,145,0,0
825,Alex Tuch\tuchal01,20,MIN,RW,6,0,0,0,-3,0,0,0,0,8,0.0,64,7,5,0,0
826,Kyle Turris\turriky01,27,OTT,C,78,27,28,55,-3,47,6,0,6,185,14.6,1521,61,21,650,0
827,T.J. Tynan\tynant.01,24,CBJ,RW,3,0,0,0,-1,0,0,0,0,3,0.0,22,1,1,0,0
828,Fedor Tyutin\tyutife01,33,COL,D,69,1,12,13,-25,38,0,0,0,46,2.2,1307,90,116,0,0
829,Scottie Upshall\upshasc01,33,STL,RW,73,10,8,18,-1,45,0,2,1,85,11.8,802,21,99,3,0
830,James van Riemsdyk\vanrija01,27,TOR,LW,82,29,33,62,-2,37,6,0,5,238,12.2,1303,29,62,1,0
831,Trevor van Riemsdyk\vanritr01,25,CHI,D,58,5,11,16,17,29,0,0,2,73,6.8,1068,100,22,0,0
832,Chris VandeVelde\vandech01,29,PHI,C,81,6,9,15,-5,16,0,0,0,69,8.7,936,60,114,24,0
833,Thomas Vanek\vanekth01,33,TOT,LW,68,17,31,48,-5,22,5,0,2,133,12.8,979,5,29,6,0
834,Phil Varone\varonph01,26,OTT,C,7,0,0,0,-3,2,0,0,0,1,0.0,56,1,3,15,0
835,Sami Vatanen\vatansa01,25,ANA,D,71,3,21,24,3,30,2,0,0,117,2.6,1538,128,75,0,0
836,Frank Vatrano\vatrafr01,22,BOS,C,44,10,8,18,-3,14,4,0,1,116,8.6,593,16,51,2,0
837,Mike Vecchione\vecchmi01,23,PHI,RW,2,0,0,0,-1,0,0,0,0,1,0.0,17,1,1,8,0
838,Antoine Vermette\vermean01,34,ANA,C,72,9,19,28,-7,42,5,0,1,88,10.2,1145,45,51,744,0
839,Joel Vermin\vermijo01,24,TBL,RW,18,0,3,3,2,4,0,0,0,12,0.0,197,7,17,2,0
840,Kris Versteeg\verstkr01,30,CGY,RW,69,15,22,37,-3,46,8,0,1,136,11.0,1016,28,5,53,0
841,Jimmy Vesey\veseyji02,23,NYR,LW,80,16,11,27,-13,26,5,0,6,116,13.8,1091,37,64,2,0
842,Linden Vey\veyli01,25,CGY,RW,4,0,0,0,-2,0,0,0,0,1,0.0,44,0,1,9,0
843,Jake Virtanen\virtaja01,20,VAN,RW,10,0,1,1,1,2,0,0,0,13,0.0,101,4,17,3,0
844,Marc-Edouard Vlasic\vlasima01,29,SJS,D,75,6,22,28,4,35,1,0,2,144,4.2,1593,144,18,0,0
845,Jakub Voracek\voracja01,27,PHI,RW,82,20,41,61,-24,56,5,0,3,253,7.9,1565,22,30,3,0
846,Jakub Vrana\vranaja01,20,WSH,LW,21,3,3,6,2,2,3,0,2,32,9.4,233,7,6,0,0
847,Radim Vrbata\vrbatra01,35,ARI,RW,81,20,35,55,-18,16,4,0,4,233,8.6,1369,31,48,17,0
848,Chris Wagner\wagnech01,25,ANA,C,43,6,1,7,2,6,0,0,0,40,15.0,402,24,112,62,0
849,Lucas Wallmark\wallmlu01,21,CAR,C,8,0,2,2,1,2,0,0,0,11,0.0,87,3,14,31,0
850,Joel Ward\wardjo02,36,SJS,RW,78,10,19,29,-2,30,1,2,2,105,9.5,1244,56,61,222,0
851,David Warsofsky\warsoda01,26,PIT,D,7,0,1,1,-3,6,0,0,0,14,0.0,110,12,3,0,0
852,Austin Watson\watsoau01,25,NSH,LW,77,5,12,17,14,99,0,0,0,90,5.6,957,66,143,17,0
853,Jordan Weal\wealjo01,24,PHI,C,23,8,4,12,5,10,1,0,1,49,16.3,329,8,7,14,0
854,Shea Weber\webersh01,31,MTL,D,78,17,25,42,20,38,12,0,4,183,9.3,1955,157,140,0,0
855,Yannick Weber\weberya01,28,NSH,D,73,1,7,8,1,25,0,0,1,72,1.4,870,53,72,0,0
856,MacKenzie Weegar\weegama01,23,FLA,D,3,0,0,0,0,4,0,0,0,3,0.0,52,1,4,0,0
857,Dale Weise\weiseda01,28,PHI,RW,64,8,7,15,1,39,1,0,2,94,8.5,824,24,135,3,0
858,Alexander Wennberg\wennbal01,22,CBJ,C,80,13,46,59,9,21,2,0,5,109,11.9,1470,56,58,609,0
859,Zach Werenski\werenza01,19,CBJ,D,78,11,36,47,17,14,4,0,1,188,5.9,1631,90,41,0,0
860,Blake Wheeler\wheelbl01,30,WPG,RW,82,26,48,74,6,47,5,2,4,259,10.0,1652,51,100,43,0
861,Colin White\whiteco02,20,OTT,C,2,0,0,0,0,0,0,0,0,1,0.0,27,1,0,7,0
862,Ryan White\whitery01,28,TOT,C,65,9,7,16,-16,84,0,0,1,60,15.0,693,33,187,39,0
863,Chris Wideman\widemch01,27,OTT,D,76,5,12,17,7,46,1,0,1,123,4.1,1061,68,68,0,0
864,Dennis Wideman\widemde01,33,CGY,D,57,5,13,18,-6,32,2,0,1,87,5.7,1153,74,61,0,0
865,Patrick Wiercioch\wiercpa01,26,COL,D,57,4,8,12,-18,23,0,0,0,63,6.3,950,57,52,1,0
866,Justin Williams\williju01,35,WSH,RW,80,24,24,48,14,50,5,0,4,167,14.4,1238,41,28,64,0
867,Colin Wilson\wilsoco01,27,NSH,LW,70,12,23,35,7,18,6,0,0,113,10.6,1047,23,50,16,0
868,Scott Wilson\wilsosc01,24,PIT,LW,78,8,18,26,0,32,0,0,1,127,6.3,854,31,167,3,0
869,Tom Wilson\wilsoto01,22,WSH,RW,82,7,12,19,9,133,0,0,0,95,7.4,1060,44,239,3,0
870,Tommy Wingels\wingeto01,28,TOT,C,73,7,5,12,-11,27,0,0,2,81,8.6,767,46,125,111,0
871,Daniel Winnik\winnida01,31,WSH,LW,72,12,13,25,15,49,0,2,3,82,14.6,930,34,25,9,0
872,Luke Witkowski\witkolu01,26,TBL,D,34,0,4,4,-1,39,0,0,0,24,0.0,336,21,81,0,0
873,Miles Wood\woodmi01,21,NJD,LW,60,8,9,17,-21,86,2,0,0,105,7.6,771,26,68,1,0
874,Tyler Wotherspoon\wothety01,23,CGY,D,4,0,0,0,-2,0,0,0,0,4,0.0,44,2,3,0,0
875,Nail Yakupov\yakupna01,23,STL,RW,40,3,6,9,-3,14,0,0,0,35,8.6,426,8,32,0,0
876,Keith Yandle\yandlke01,30,FLA,D,82,5,36,41,-6,39,2,0,0,178,2.8,1807,76,28,0,0
877,Pavel Zacha\zachapa01,19,NJD,C,70,8,16,24,-17,19,5,0,2,83,9.6,1002,24,54,183,0
878,Nikita Zadorov\zadorni01,21,COL,D,56,0,10,10,-20,73,0,0,0,61,0.0,1066,69,153,0,0
879,Nikita Zaitsev\zaitsni01,25,TOR,D,82,4,32,36,-22,38,1,0,0,106,3.8,1806,136,176,0,0
880,Travis Zajac\zajactr01,31,NJD,C,80,14,31,45,-8,33,6,1,1,126,11.1,1578,26,81,880,0
881,Michael Zalewski\zalewmi01,24,VAN,LW,1,0,0,0,-1,0,0,0,0,0,,8,1,0,0,0
882,Henrik Zetterberg\zettehe01,36,DET,LW,82,17,51,68,15,22,2,0,0,195,8.7,1617,30,58,705,0
883,Mika Zibanejad\zibanmi01,23,NYR,C,56,14,23,37,9,16,4,0,2,119,11.8,956,27,23,494,0
884,Harry Zolnierczyk\zolniha01,29,NSH,LW,24,2,2,4,-2,10,0,0,0,19,10.5,213,11,25,8,0
885,Mats Zuccarello\zuccama01,29,NYR,RW,80,15,44,59,15,26,5,0,3,189,7.9,1506,52,85,6,0
886,Jason Zucker\zuckeja01,25,MIN,LW,79,22,25,47,34,30,1,0,3,172,12.8,1208,42,73,1,0
887,Valentin Zykov\zykovva01,21,CAR,LW,2,1,0,1,1,0,0,0,0,3,33.3,13,0,0,0,0
