,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
698,Tarmo Reunanen\reunata01,22,NYR,D,4,0,1,1,1,0,0,0,0,5,0.0,53,5,4,0,4
699,Justin Richards\richaju01,22,NYR,F,1,0,1,1,1,0,0,0,0,2,0.0,10,1,2,0,4
700,Brad Richardson\richabr02,35,NSH,C,17,1,3,4,0,4,0,0,1,18,5.6,208,9,14,76,4
701,Tobias Rieder\riedeto01,28,BUF,C,44,5,2,7,-9,2,0,0,0,63,7.9,539,34,21,1,4
702,Morgan Rielly\riellmo01,26,TOR,D,55,5,30,35,11,14,1,0,1,101,5.0,1299,61,63,0,4
703,Juuso Riikola\riikoju01,27,PIT,D,2,0,0,0,0,0,0,0,0,1,0.0,23,1,5,0,4
704,Zac Rinaldo\rinalza01,30,CGY,C,4,0,0,0,-1,5,0,0,0,1,0.0,23,0,13,0,4
705,Rasmus Ristolainen\ristora01,26,BUF,D,49,4,14,18,-18,36,1,0,0,73,5.5,1092,68,193,0,4
706,Brett Ritchie\ritchbr01,27,CGY,RW,32,4,4,8,-5,24,0,0,0,36,11.1,364,6,97,3,4
707,Nick Ritchie\ritchni01,25,BOS,LW,56,15,11,26,-7,37,5,0,2,121,12.4,861,17,102,0,4
708,Jason Robertson\roberja01,21,DAL,LW,51,17,28,45,13,16,1,0,3,127,13.4,861,13,28,5,4
709,Nicholas Robertson\roberni01,19,TOR,LW,6,0,1,1,1,0,0,0,0,9,0.0,57,2,3,0,4
710,Buddy Robinson\robinbu01,29,CGY,RW,9,0,0,0,0,0,0,0,0,6,0.0,64,0,14,1,4
711,Eric Robinson\robiner01,25,CBJ,LW,56,8,10,18,6,4,0,1,2,75,10.7,694,16,94,3,4
712,Evan Rodrigues\rodriev01,27,PIT,C,35,7,7,14,-3,6,2,0,1,65,10.8,494,10,21,54,4
713,Alexander Romanov\romanal01,21,MTL,D,54,1,5,6,1,21,0,0,0,71,1.4,932,60,138,0,4
714,Kevin Rooney\rooneke01,27,NYR,C,54,8,6,14,0,54,0,2,0,62,12.9,667,35,110,197,4
715,Jack Roslovic\rosloja01,24,CBJ,C,48,12,22,34,-11,14,4,0,1,85,14.1,811,22,34,232,4
716,Antoine Roussel\roussan01,31,VAN,LW,35,1,3,4,4,37,0,0,0,28,3.6,403,18,63,2,4
717,Carter Rowney\rowneca01,31,ANA,RW,19,0,6,6,-2,2,0,0,0,10,0.0,271,21,45,8,4
718,Matt Roy\royma04,25,LAK,D,44,2,8,10,0,8,0,0,0,57,3.5,847,67,61,0,4
719,Nicolas Roy\royni01,23,VEG,C,50,6,9,15,9,14,0,0,1,52,11.5,651,23,50,142,4
720,Chad Ruhwedel\ruhwech01,30,PIT,D,17,0,2,2,3,14,0,0,0,16,0.0,250,13,32,0,4
721,Arttu Ruotsalainen\ruotsar01,23,BUF,F,17,5,1,6,-9,8,0,0,0,28,17.9,238,4,16,4,4
722,Kris Russell\russekr01,33,EDM,D,35,0,9,9,0,8,0,0,0,41,0.0,644,75,41,0,4
723,Patrick Russell\russepa01,28,EDM,RW,8,0,2,2,0,0,0,0,0,12,0.0,85,0,13,1,4
724,Bryan Rust\rustbr01,28,PIT,RW,56,22,20,42,9,18,6,0,6,154,14.3,1105,30,62,3,4
725,Jan Rutta\ruttaja02,30,TBL,D,35,0,8,8,12,22,0,0,0,46,0.0,561,32,30,0,4
726,Adam Ruzicka\ruzicad01,21,CGY,C,3,0,1,1,2,4,0,0,0,3,0.0,32,0,1,14,4
727,Bobby Ryan\ryanbo01,33,DET,LW,33,7,7,14,-14,27,1,0,0,73,9.6,506,17,31,5,4
728,Derek Ryan\ryande01,34,CGY,C,43,2,11,13,6,16,0,0,0,37,5.4,511,21,13,153,4
729,Joakim Ryan\ryanjo02,27,CAR,D,4,0,0,0,-1,0,0,0,0,2,0.0,43,1,1,0,4
730,Drake Rymsha\rymshdr01,22,LAK,C,1,0,0,0,1,0,0,0,0,0,,13,0,0,0,4
731,Brandon Saad\saadbr01,28,COL,LW,44,15,9,24,1,12,2,0,1,68,22.1,620,10,16,27,4
732,Scott Sabourin\sabousc01,28,TOR,F,1,0,0,0,0,5,0,0,0,0,,4,0,3,0,4
733,Mattias Samuelsson\samuema02,20,BUF,D,12,0,2,2,-8,4,0,0,0,10,0.0,216,10,20,0,4
734,Rasmus Sandin\sandira01,20,TOR,D,9,0,4,4,6,0,0,0,0,9,0.0,132,7,11,0,4
735,Zach Sanford\sanfoza01,26,STL,LW,52,10,6,16,-13,25,3,1,3,67,14.9,774,44,69,28,4
736,Travis Sanheim\sanhetr01,24,PHI,D,55,3,12,15,-22,23,0,0,1,100,3.0,1204,73,48,0,4
737,Steven Santini\santist01,25,STL,D,3,0,1,1,1,0,0,0,0,9,0.0,42,2,12,0,4
738,David Savard\savarda01,30,TOT,D,54,1,5,6,-27,24,0,0,1,69,1.4,1072,109,132,0,4
739,Luca Sbisa\sbisalu01,31,NSH,D,1,0,0,0,0,0,0,0,0,0,,12,2,3,0,4
740,Marco Scandella\scandma01,30,STL,D,49,3,6,9,14,24,0,0,1,55,5.5,977,64,60,0,4
741,Colton Sceviour\scevico01,31,PIT,C,46,5,5,10,0,2,0,0,0,53,9.4,441,28,64,5,4
742,Mark Scheifele\scheima01,27,WPG,C,56,21,42,63,-4,12,4,0,4,126,16.7,1174,38,31,352,4
743,Brayden Schenn\schenbr01,29,STL,C,56,16,20,36,-2,35,6,0,2,113,14.2,1072,35,119,318,4
744,Luke Schenn\schenlu01,31,TBL,D,38,2,2,4,2,51,0,0,0,43,4.7,409,17,99,0,4
745,Nick Schmaltz\schmani01,24,ARI,C,52,10,22,32,-1,16,3,0,1,105,9.5,887,25,15,230,4
746,Nate Schmidt\schmina01,29,VAN,D,54,5,10,15,-7,4,0,0,1,76,6.6,1086,72,15,0,4
747,Justin Schultz\schulju01,30,WSH,D,46,3,24,27,12,10,0,0,1,67,4.5,875,49,28,0,4
748,Jaden Schwartz\schwaja01,28,STL,C,40,8,13,21,2,20,1,0,1,70,11.4,708,26,40,7,4
749,Tyler Seguin\seguity01,29,DAL,C,3,2,0,2,0,0,0,0,0,8,25.0,51,1,8,19,4
750,Andrej Sekera\sekeran01,34,DAL,D,46,3,2,5,12,4,0,0,0,33,9.1,719,62,47,0,4
751,Zachary Senyshyn\senysza01,23,BOS,RW,8,0,0,0,-1,2,0,0,0,10,0.0,81,1,11,0,4
752,Mikhail Sergachev\sergami01,22,TBL,D,56,4,26,30,5,30,0,0,1,108,3.7,1230,73,66,0,4
753,Damon Severson\severda01,26,NJD,D,56,3,18,21,-8,29,0,0,0,91,3.3,1259,50,57,0,4
754,Michael Sgarbossa\sgarbmi01,28,WSH,C,5,0,2,2,2,0,0,0,0,4,0.0,49,2,1,10,4
755,Yegor Sharangovich\sharaye01,22,NJD,C,54,16,14,30,-4,4,2,1,3,114,14.0,908,20,20,26,4
756,Kevin Shattenkirk\shattke01,32,ANA,D,55,2,13,15,-8,28,1,0,0,93,2.2,1166,58,57,0,4
757,Andrew Shaw\shawan01,29,CHI,C,14,2,2,4,-5,6,2,0,0,25,8.0,212,4,20,30,4
758,Riley Sheahan\sheahri01,29,BUF,C,53,4,9,13,-8,8,0,1,0,44,9.1,705,15,17,256,4
759,Conor Sheary\shearco01,28,WSH,LW,53,14,8,22,-1,14,1,0,1,88,15.9,727,20,24,3,4
760,Kiefer Sherwood\sherwki01,25,COL,RW,16,0,3,3,2,0,0,0,0,18,0.0,141,6,40,1,4
761,Kole Sherwood\sherwko01,24,CBJ,RW,6,0,1,1,-2,7,0,0,0,7,0.0,62,0,22,0,4
762,Devin Shore\shorede01,26,EDM,C,38,5,4,9,-4,6,0,1,1,27,18.5,415,26,73,57,4
763,Drew Shore\shoredr01,30,CAR,C,4,0,0,0,-1,2,0,0,0,3,0.0,34,0,2,3,4
764,Jonas Siegenthaler\siegejo01,23,TOT,D,15,0,0,0,-9,4,0,0,0,7,0.0,234,17,20,0,4
765,Dylan Sikura\sikurdy01,25,VEG,C,6,2,0,2,0,0,0,0,0,8,25.0,61,1,3,0,4
766,Jakob Silfverberg\silfvja01,30,ANA,LW,47,8,8,16,-17,18,2,1,0,91,8.8,796,26,19,9,4
767,Radim Simek\simekra01,28,SJS,D,40,2,4,6,-9,15,0,0,0,26,7.7,568,49,76,0,4
768,Wayne Simmonds\simmowa01,32,TOR,RW,38,7,2,9,-3,45,3,0,0,62,11.3,455,15,64,6,4
769,Dominik Simon\simondo01,26,CGY,C,11,0,0,0,0,0,0,0,0,4,0.0,106,4,12,3,4
770,Colton Sissons\sissoco01,27,NSH,C,54,8,7,15,2,18,0,1,0,58,13.8,775,27,74,319,4
771,Jeff Skinner\skinnje01,28,BUF,LW,53,7,7,14,-11,14,1,0,0,111,6.3,770,12,20,28,4
772,Brady Skjei\skjeibr01,26,CAR,D,52,3,7,10,6,30,0,0,1,104,2.9,1078,62,66,0,4
773,Jaccob Slavin\slavija01,26,CAR,D,52,3,12,15,22,2,0,0,0,101,3.0,1195,87,35,0,4
774,Brendan Smith\smithbr05,31,NYR,D,48,5,5,10,3,73,0,0,0,58,8.6,789,41,84,0,4
775,C.J. Smith\smithcj01,26,BUF,LW,1,0,0,0,0,0,0,0,0,0,,8,0,3,0,4
776,Cole Smith\smithco02,25,NSH,F,1,0,0,0,0,0,0,0,0,1,0.0,6,0,0,0,4
777,Craig Smith\smithcr01,31,BOS,C,54,13,19,32,21,18,4,0,4,132,9.8,803,8,66,10,4
778,Gemel Smith\smithge02,26,TBL,C,5,0,3,3,3,11,0,0,0,0,,50,1,6,17,4
779,Givani Smith\smithgi01,22,DET,RW,16,1,3,4,-5,21,0,0,1,20,5.0,169,4,28,0,4
780,Reilly Smith\smithre01,29,VEG,RW,53,14,11,25,10,18,4,2,1,124,11.3,947,20,46,0,4
781,Ty Smith\smithty01,20,NJD,D,48,2,21,23,-9,22,1,0,0,69,2.9,966,35,32,0,4
782,Carl Soderberg\soderca01,35,TOT,C,45,7,10,17,-5,18,4,0,1,61,11.5,649,36,66,201,4
783,Victor Soderstrom\sodervi01,19,ARI,D,4,1,1,2,4,0,0,0,0,6,16.7,65,0,4,0,4
784,Marcus Sorensen\sorenma01,28,SJS,RW,29,1,4,5,-5,16,0,0,0,26,3.8,351,11,22,3,4
785,Carson Soucy\soucyca01,26,MIN,D,50,1,16,17,22,51,0,0,1,47,2.1,764,49,62,0,4
786,Jason Spezza\spezzja01,37,TOR,C,54,10,20,30,3,6,1,0,2,81,12.3,596,10,26,275,4
787,Daniel Sprong\spronda01,23,WSH,RW,42,13,7,20,7,12,0,0,3,74,17.6,490,1,28,4,4
788,Jared Spurgeon\spurgja01,31,MIN,D,54,7,18,25,-2,6,3,0,0,94,7.4,1193,102,52,0,4
789,Eric Staal\staaler01,36,TOT,C,53,5,8,13,-30,10,1,0,1,82,6.1,780,15,23,268,4
790,Jordan Staal\staaljo01,32,CAR,C,53,16,22,38,2,30,7,0,4,103,15.5,980,24,135,628,4
791,Marc Staal\staalma01,34,DET,D,56,3,7,10,-5,20,0,0,0,53,5.7,1031,45,58,0,4
792,Steven Stamkos\stamkst01,30,TBL,C,38,17,17,34,4,16,10,0,1,91,18.7,694,10,38,238,4
793,Logan Stanley\stanllo01,22,WPG,D,37,1,3,4,13,26,0,0,0,63,1.6,489,31,49,0,4
794,Paul Stastny\stastpa01,35,WPG,C,56,13,16,29,-3,32,2,0,4,101,12.9,975,19,38,324,4
795,Troy Stecher\stechtr01,26,DET,D,44,3,8,11,-13,12,0,0,0,55,5.5,762,46,33,0,4
796,Sam Steel\steelsa01,22,ANA,C,42,6,6,12,-7,8,0,0,0,42,14.3,610,19,41,237,4
797,Oskar Steen\steenos01,22,BOS,C,3,0,0,0,-1,2,0,0,0,6,0.0,40,1,11,0,4
798,Kevin Stenlund\stenlke01,24,CBJ,C,32,5,5,10,-4,8,0,0,1,42,11.9,401,13,17,103,4
799,Derek Stepan\stepade01,30,OTT,C,20,1,5,6,-6,8,0,0,0,44,2.3,301,16,25,130,4
800,Mitchell Stephens\stephmi01,23,TBL,C,7,0,1,1,-5,0,0,0,0,3,0.0,66,1,8,30,4
801,Chandler Stephenson\stephch02,26,VEG,C,51,14,21,35,22,29,2,1,5,83,16.9,923,35,43,375,4
802,Riley Stillman\stillri01,22,TOT,D,21,1,0,1,5,16,0,0,0,29,3.4,323,29,51,0,4
803,Mark Stone\stonema01,28,VEG,RW,55,21,40,61,26,28,6,1,8,98,21.4,1048,33,31,12,4
804,Michael Stone\stonemi01,30,CGY,D,21,2,2,4,-1,6,0,0,0,41,4.9,338,27,24,0,4
805,Anton Stralman\stralan01,34,FLA,D,38,3,6,9,-1,8,0,0,0,38,7.9,720,30,37,0,4
806,Austin Strand\stranau01,23,LAK,D,13,0,1,1,2,8,0,0,0,11,0.0,180,15,14,0,4
807,Dylan Strome\stromdy01,23,CHI,C,40,9,8,17,-16,14,4,0,1,71,12.7,621,19,8,198,4
808,Ryan Strome\stromry01,27,NYR,C,56,14,35,49,6,39,3,0,1,128,10.9,1023,18,22,321,4
809,Marian Studenic\studema01,22,NJD,RW,8,1,1,2,-2,4,0,0,0,7,14.3,86,4,13,0,4
810,Jack Studnicka\studnja01,21,BOS,C,20,1,2,3,-3,0,0,0,0,28,3.6,255,10,7,46,4
811,Nico Sturm\sturmni01,25,MIN,C,50,11,6,17,10,17,0,0,2,64,17.2,542,26,48,69,4
812,Tim Stützle\stuetti02,19,OTT,LW,53,12,17,29,-18,14,4,0,2,111,10.8,834,15,50,8,4
813,P.K. Subban\subbapk01,31,NJD,D,44,5,14,19,-16,26,2,0,0,99,5.1,984,46,41,0,4
814,Oskar Sundqvist\sundqos01,26,STL,C,28,4,5,9,-6,14,1,0,0,32,12.5,424,25,50,115,4
815,Antti Suomela\suomean01,26,SJS,C,4,0,0,0,0,0,0,0,0,4,0.0,44,4,6,14,4
816,Maksim Sushko\sushkma01,21,PHI,RW,2,0,0,0,-1,0,0,0,0,0,,19,0,2,0,4
817,Pius Suter\suterpi01,24,CHI,F,55,14,13,27,-5,14,1,0,3,112,12.5,898,34,28,266,4
818,Ryan Suter\suterry01,36,MIN,D,56,3,16,19,9,12,1,0,0,86,3.5,1242,65,38,0,4
819,Brandon Sutter\suttebr03,31,VAN,C,43,9,3,12,-9,2,0,2,0,65,13.8,648,28,18,276,4
820,Nick Suzuki\suzukni01,21,MTL,C,56,15,26,41,-5,26,5,1,1,110,13.6,1018,38,70,350,4
821,Andrei Svechnikov\svechan01,20,CAR,RW,55,15,27,42,1,44,4,0,1,147,10.2,965,18,114,2,4
822,Evgeny Svechnikov\svechev01,24,DET,LW,21,3,5,8,-3,10,1,0,1,21,14.3,248,6,20,1,4
823,Brandon Tanev\tanevbr01,29,PIT,LW,32,7,9,16,12,22,0,1,0,43,16.3,462,33,139,3,4
824,Chris Tanev\tanevch01,31,CGY,D,56,2,10,12,15,6,0,0,0,66,3.0,1217,107,33,0,4
825,Vladimir Tarasenko\tarasvl01,29,STL,RW,24,4,10,14,-7,0,2,0,0,65,6.2,418,15,30,0,4
826,Tomas Tatar\tatarto01,30,MTL,LW,50,10,20,30,0,8,2,0,1,82,12.2,749,20,63,12,4
827,John Tavares\tavarjo01,30,TOR,C,56,19,31,50,12,14,6,0,2,163,11.7,1019,28,51,471,4
828,Matt Tennyson\tennyma01,30,NJD,D,21,1,2,3,0,2,0,0,0,14,7.1,305,25,32,0,4
829,Teuvo Teravainen\teravte01,26,CAR,F,21,5,10,15,5,4,0,0,2,49,10.2,345,9,8,13,4
830,Troy Terry\terrytr01,23,ANA,C,48,7,13,20,-1,18,0,0,0,69,10.1,706,13,5,2,4
831,Alexandre Texier\texieal01,21,CBJ,C,49,4,11,15,-13,22,0,0,0,75,5.3,776,19,49,128,4
832,Shea Theodore\theodsh01,25,VEG,D,53,8,34,42,28,14,0,0,0,161,5.0,1195,43,22,0,4
833,Ben Thomas\thomabe01,24,TBL,D,5,0,0,0,1,0,0,0,0,3,0.0,71,4,4,0,4
834,Robert Thomas\thomaro01,21,STL,C,33,3,9,12,1,10,0,0,1,22,13.6,449,11,5,112,4
835,Nate Thompson\thompna01,36,WPG,C,44,2,3,5,4,4,0,0,1,20,10.0,426,20,60,143,4
836,Tage Thompson\thompta01,23,BUF,C,38,8,6,14,-6,17,2,0,0,96,8.3,527,8,25,2,4
837,Tyce Thompson\thompty01,21,NJD,RW,7,0,1,1,-3,0,0,0,0,4,0.0,61,2,5,0,4
838,Joe Thornton\thornjo01,41,TOR,C,44,5,15,20,6,14,0,0,0,42,11.9,604,10,32,39,4
839,Chris Tierney\tiernch01,26,OTT,C,55,6,13,19,-12,8,0,0,3,53,11.3,824,32,23,269,4
840,Dmytro Timashov\timasdm01,24,NYI,LW,1,0,0,0,-2,0,0,0,0,1,0.0,7,0,2,0,4
841,Conor Timmins\timmico01,22,COL,D,31,0,7,7,6,8,0,0,0,31,0.0,420,22,18,0,4
842,Jarred Tinordi\tinorja01,28,TOT,D,21,0,1,1,-6,11,0,0,0,30,0.0,359,30,56,0,4
843,Owen Tippett\tippeow01,21,FLA,RW,45,7,11,18,-5,6,2,0,2,86,8.1,517,5,59,2,4
844,Brady Tkachuk\tkachbr01,21,OTT,LW,56,17,19,36,-17,69,5,0,3,220,7.7,1021,23,248,118,4
845,Matthew Tkachuk\tkachma01,23,CGY,LW,56,16,27,43,6,55,4,0,0,151,10.6,1017,9,132,3,4
846,Devon Toews\toewsde01,26,COL,D,53,9,22,31,29,16,2,0,2,121,7.4,1313,87,44,0,4
847,Tyler Toffoli\toffoty01,28,MTL,C,52,28,16,44,0,24,7,2,5,158,17.7,911,12,75,21,4
848,Eeli Tolvanen\tolvaee01,21,NSH,RW,40,11,11,22,-10,4,6,0,4,65,16.9,592,16,78,1,4
849,Dominic Toninato\tonindo01,26,WPG,C,2,0,1,1,0,0,0,0,0,2,0.0,25,1,4,0,4
850,Yakov Trenin\treniya01,24,NSH,C,45,5,6,11,4,22,0,0,0,62,8.1,520,21,94,4,4
851,Vincent Trocheck\trochvi01,27,CAR,C,47,17,26,43,-3,20,7,0,2,123,13.8,857,28,107,431,4
852,Jacob Trouba\troubja01,26,NYR,D,38,2,10,12,3,22,0,0,1,70,2.9,817,84,111,0,4
853,Alexander True\trueal01,23,SJS,F,7,0,1,1,1,6,0,0,0,7,0.0,70,5,4,18,4
854,Alex Tuch\tuchal01,24,VEG,RW,55,18,15,33,16,28,2,0,3,142,12.7,925,36,52,12,4
855,Kyle Turris\turriky01,31,EDM,C,27,2,3,5,-11,10,0,0,0,27,7.4,333,8,16,97,4
856,Carsen Twarynski\twaryca01,23,PHI,F,7,0,0,0,-3,2,0,0,0,4,0.0,62,2,17,1,4
857,Urho Vaakanainen\vaakaur01,22,BOS,D,9,0,2,2,-3,2,0,0,0,15,0.0,170,19,3,0,4
858,Juuso Valimaki\valimju01,22,CGY,D,49,2,9,11,-2,26,0,0,0,72,2.8,756,60,28,0,4
859,James van Riemsdyk\vanrija01,31,PHI,LW,56,17,26,43,2,14,10,0,1,132,12.9,926,16,40,9,4
860,Trevor van Riemsdyk\vanritr01,29,WSH,D,20,1,2,3,-1,2,0,0,0,23,4.3,342,27,13,0,4
861,Sami Vatanen\vatansa01,29,TOT,D,39,2,4,6,3,20,0,0,0,55,3.6,664,49,27,0,4
862,Frank Vatrano\vatrafr01,26,FLA,LW,56,18,8,26,8,26,2,0,7,158,11.4,813,21,69,4,4
863,Joe Veleno\velenjo01,21,DET,C,5,1,0,1,0,4,1,0,0,8,12.5,76,4,7,17,4
864,Carter Verhaeghe\verhaca01,25,FLA,C,43,18,18,36,24,31,1,1,3,107,16.8,763,14,33,23,4
865,Kristian Vesalainen\vesalkr01,21,WPG,W,12,0,1,1,0,0,0,0,0,5,0.0,104,5,8,0,4
866,Jimmy Vesey\veseyji02,27,TOT,LW,50,5,5,10,-14,10,0,0,1,58,8.6,635,19,38,3,4
867,Jeffrey Viel\vielje01,24,SJS,F,11,0,0,0,-7,23,0,0,0,10,0.0,80,0,22,0,4
868,Gabriel Vilardi\vilarga01,21,LAK,C,54,10,13,23,-8,6,3,0,3,65,15.4,797,19,18,291,4
869,Jake Virtanen\virtaja01,24,VAN,RW,38,5,0,5,-4,41,1,0,1,50,10.0,466,12,83,9,4
870,Marc-Edouard Vlasic\vlasima01,33,SJS,D,51,1,5,6,-7,8,0,0,0,37,2.7,893,64,40,0,4
871,Alexander Volkov\volkoal01,23,TOT,RW,37,7,6,13,1,6,0,0,0,35,20.0,431,26,36,2,4
872,Jakub Voracek\voracja01,31,PHI,RW,53,9,34,43,-12,18,0,0,2,104,8.7,897,20,17,7,4
873,Jakub Vrana\vranaja01,24,TOT,LW,50,19,17,36,10,10,0,0,7,100,19.0,750,8,29,4,4
874,Austin Wagner\wagneau01,23,LAK,LW,44,4,4,8,-14,15,0,0,1,67,6.0,462,10,97,0,4
875,Chris Wagner\wagnech01,29,BOS,C,41,2,3,5,-9,24,0,1,0,57,3.5,479,21,75,41,4
876,Oliver Wahlstrom\wahlsol01,20,NYI,RW,44,12,9,21,2,21,4,0,1,94,12.8,545,14,57,5,4
877,Daniel Walcott\walcoda01,26,TBL,D,1,0,0,0,-1,5,0,0,0,1,0.0,10,0,7,0,4
878,Nathan Walker\walkena01,26,STL,C,8,1,0,1,-4,2,0,0,0,10,10.0,108,6,14,2,4
879,Sean Walker\walkese01,26,LAK,D,47,5,13,18,-13,18,0,0,0,92,5.4,854,72,43,0,4
880,Lucas Wallmark\wallmlu01,25,TOT,C,20,0,3,3,-4,6,0,0,0,11,0.0,228,6,25,67,4
881,Jake Walman\walmaja01,24,STL,D,24,1,1,2,-7,8,0,0,0,47,2.1,347,20,26,0,4
882,Austin Watson\watsoau01,29,OTT,LW,34,3,7,10,-7,40,0,0,0,41,7.3,408,49,100,6,4
883,Shea Weber\webersh01,35,MTL,D,48,6,13,19,-4,33,4,0,1,104,5.8,1090,68,70,0,4
884,Yannick Weber\weberya01,32,PIT,D,2,0,0,0,-3,0,0,0,0,1,0.0,23,0,4,0,4
885,MacKenzie Weegar\weegama01,27,FLA,D,54,6,30,36,29,45,0,0,1,101,5.9,1194,83,118,0,4
886,Andy Welinski\welinan01,27,ANA,D,13,0,0,0,4,0,0,0,0,16,0.0,195,7,14,0,4
887,Alexander Wennberg\wennbal01,26,FLA,C,56,17,12,29,6,8,3,1,2,82,20.7,1017,36,29,388,4
888,Zach Werenski\werenza01,23,CBJ,D,35,7,13,20,-9,13,0,0,1,79,8.9,853,39,21,0,4
889,Blake Wheeler\wheelbl01,34,WPG,RW,50,15,31,46,-17,50,4,0,2,113,13.3,917,30,63,3,4
890,Colin White\whiteco02,24,OTT,C,45,10,8,18,-6,16,2,0,0,69,14.5,661,18,58,170,4
891,Colton White\whiteco03,23,NJD,D,2,0,0,0,-1,0,0,0,0,3,0.0,29,0,2,0,4
892,Zach Whitecloud\whiteza01,24,VEG,D,51,2,10,12,9,24,0,0,1,54,3.7,909,75,85,0,4
893,Tom Wilson\wilsoto01,26,WSH,RW,47,13,20,33,1,96,4,1,4,83,15.7,777,25,105,11,4
894,Christian Wolanin\wolanch01,25,TOT,D,18,0,3,3,-6,8,0,0,0,16,0.0,239,7,3,0,4
895,Miles Wood\woodmi01,25,NJD,LW,55,17,8,25,-6,29,3,0,2,127,13.4,824,25,38,7,4
896,Kailer Yamamoto\yamamka01,22,EDM,RW,52,8,13,21,9,26,1,0,0,69,11.6,851,40,52,0,4
897,Keith Yandle\yandlke01,34,FLA,D,56,3,24,27,-8,38,1,0,1,113,2.7,966,27,18,0,4
898,Jesse Ylönen\yloneje01,21,MTL,RW,1,0,0,0,0,0,0,0,0,1,0.0,11,0,0,0,4
899,Cameron York\yorkca01,20,PHI,D,3,0,0,0,-1,0,0,0,0,1,0.0,59,2,1,0,4
900,Pavel Zacha\zachapa01,23,NJD,C,50,17,18,35,-11,10,5,0,4,103,16.5,858,10,42,312,4
901,Filip Zadina\zadinfi01,21,DET,RW,49,6,13,19,-4,0,3,0,1,97,6.2,823,22,22,5,4
902,Nikita Zadorov\zadorni01,25,CHI,D,55,1,7,8,1,36,0,0,0,52,1.9,1056,74,190,0,4
903,Nikita Zaitsev\zaitsni01,29,OTT,D,55,4,13,17,-13,26,0,0,1,70,5.7,1251,110,114,0,4
904,Travis Zajac\zajactr01,35,TOT,C,46,8,12,20,-1,6,0,0,2,50,16.0,756,22,51,310,4
905,Yegor Zamula\zamulye01,20,PHI,D,2,0,0,0,1,0,0,0,0,5,0.0,34,1,1,0,4
906,Jakub Zboril\zborija01,23,BOS,D,42,0,9,9,0,18,0,0,0,35,0.0,716,33,63,0,4
907,Trevor Zegras\zegratr01,19,ANA,C,24,3,10,13,6,12,0,0,0,53,5.7,370,4,7,42,4
908,Mika Zibanejad\zibanmi01,27,NYR,C,56,24,26,50,2,18,10,2,7,171,14.0,1126,44,75,479,4
909,Radim Zohorna\zohorra01,24,PIT,F,8,2,2,4,4,4,0,0,1,8,25.0,72,0,7,5,4
910,Artem Zub\zubar01,25,OTT,D,47,3,11,14,4,26,0,0,1,39,7.7,864,70,89,0,4
911,Mats Zuccarello\zuccama01,33,MIN,LW,42,11,24,35,9,8,3,0,0,74,14.9,701,19,12,11,4
912,Jason Zucker\zuckeja01,29,PIT,LW,38,9,9,18,-8,21,1,0,1,67,13.4,596,15,69,3,4
