,Player,Age,Team,Position,Games Played,Goals,Assists,PTS,+/-,PIM,PPG,SHG,GWG,Shots,S%,TOI,BLK,HIT,FOW,Season
232,Alexander Edler\edleral01,34,VAN,D,52,0,8,8,-8,58,0,0,0,99,0.0,1087,118,80,0,4
233,Joel Edmundson\edmunjo01,27,MTL,D,55,3,10,13,28,25,0,0,0,77,3.9,1103,75,98,0,4
234,Nikolaj Ehlers\ehlerni01,24,WPG,LW,47,21,25,46,15,15,6,0,5,148,14.2,795,12,26,1,4
235,Jack Eichel\eicheja01,24,BUF,C,21,2,16,18,-9,6,1,0,1,61,3.3,430,15,20,195,4
236,Aaron Ekblad\ekblaaa01,24,FLA,D,35,11,11,22,5,33,6,0,3,101,10.9,878,27,24,0,4
237,Mattias Ekholm\ekholma01,30,NSH,D,48,6,17,23,19,14,0,0,2,110,5.5,1098,46,23,0,4
238,Oliver Ekman-Larsson\ekmanol01,29,ARI,D,46,3,21,24,-17,32,2,0,0,83,3.6,965,26,72,0,4
239,Lars Eller\ellerla01,31,WSH,C,44,8,15,23,-1,21,0,0,2,69,11.6,719,16,36,332,4
240,Ryan Ellis\ellisry01,30,NSH,D,35,5,13,18,1,10,2,0,0,75,6.7,832,63,21,0,4
241,Pierre Engvall\engvapi01,24,TOR,LW,42,7,5,12,2,16,0,0,1,61,11.5,501,12,43,102,4
242,Tyler Ennis\ennisty01,31,EDM,C,30,3,6,9,0,6,0,0,2,38,7.9,364,6,43,6,4
243,Mackenzie Entwistle\entwima01,21,CHI,RW,5,1,1,2,1,2,0,0,0,6,16.7,49,2,10,6,4
244,Loui Eriksson\erikslo01,35,VAN,LW,7,0,1,1,-3,2,0,0,0,5,0.0,67,1,1,1,4
245,Joel Eriksson Ek\eriksjo02,24,MIN,C,56,19,11,30,16,20,0,0,2,119,16.0,955,37,105,395,4
246,Adam Erne\ernead01,25,DET,LW,45,11,9,20,-1,26,3,0,0,71,15.5,626,16,82,20,4
247,Jake Evans\evansja02,24,MTL,C,47,3,10,13,2,29,0,1,0,55,5.5,556,26,79,203,4
248,Robby Fabbri\fabbrro01,25,DET,C,30,10,8,18,3,16,0,0,5,58,17.2,518,17,34,83,4
249,Dante Fabbro\fabbrda01,22,NSH,D,40,2,10,12,-1,23,1,0,1,59,3.4,773,57,32,0,4
250,Radek Faksa\faksara01,27,DAL,C,55,6,8,14,-15,30,1,1,0,94,6.4,959,45,100,424,4
251,Joel Farabee\farabjo01,20,PHI,LW,55,20,18,38,0,28,3,0,1,122,16.4,881,21,48,6,4
252,David Farrance\farrada01,21,NSH,D,2,0,0,0,3,0,0,0,0,3,0.0,36,1,1,0,4
253,Hudson Fasching\faschhu01,25,ARI,RW,5,0,0,0,-3,0,0,0,0,7,0.0,47,1,6,0,4
254,Jesper Fast\fastje01,29,CAR,RW,46,6,13,19,-4,14,1,0,1,38,15.8,704,23,78,13,4
255,Justin Faulk\faulkju01,28,STL,D,56,7,18,25,11,35,1,0,2,117,6.0,1359,87,127,0,4
256,Mario Ferraro\ferrama01,22,SJS,D,56,1,16,17,-6,22,0,0,0,58,1.7,1256,96,155,0,4
257,Kevin Fiala\fialake01,24,MIN,LW,50,20,20,40,-2,43,6,0,5,162,12.3,845,13,27,5,4
258,Valtteri Filppula\filppva01,36,DET,C,38,6,9,15,-1,12,0,0,1,25,24.0,593,15,9,109,4
259,Christian Fischer\fischch01,23,ARI,RW,52,3,8,11,-10,6,0,0,0,47,6.4,663,27,148,12,4
260,Haydn Fleury\fleurha01,24,TOT,D,47,3,1,4,-12,8,0,0,0,62,4.8,724,55,63,0,4
261,Warren Foegele\foegewa01,24,CAR,LW,53,10,10,20,4,20,0,0,1,91,11.0,750,12,60,18,4
262,Steven Fogarty\fogarst01,27,BUF,C,9,1,2,3,2,8,0,0,0,5,20.0,106,10,4,7,4
263,Marcus Foligno\foligma01,29,MIN,LW,39,11,15,26,19,49,0,1,2,40,27.5,584,17,109,2,4
264,Nick Foligno\foligni01,33,TOT,LW,49,7,13,20,2,32,1,0,0,81,8.6,871,37,133,117,4
265,Callan Foote\footeca01,22,TBL,D,35,1,2,3,9,29,0,0,0,40,2.5,451,29,39,0,4
266,Nolan Foote\footeno01,20,NJD,LW,6,1,1,2,-1,0,0,0,0,5,20.0,58,1,5,0,4
267,Derek Forbort\forbode01,28,WPG,D,56,2,10,12,1,35,0,0,0,67,3.0,1162,115,80,0,4
268,Alex Formenton\formeal01,21,OTT,LW,20,4,2,6,6,6,0,1,0,27,14.8,240,8,23,1,4
269,Filip Forsberg\forsbfi01,26,NSH,C,39,12,20,32,-9,16,3,0,3,129,9.3,713,14,47,3,4
270,Gustav Forsling\forslgu02,24,FLA,D,43,5,12,17,17,8,1,0,0,94,5.3,858,42,30,0,4
271,Liam Foudy\foudyli01,20,CBJ,C,24,0,4,4,0,6,0,0,0,40,0.0,302,5,13,2,4
272,Cam Fowler\fowleca01,29,ANA,D,56,5,18,23,-4,18,0,0,1,75,6.7,1219,36,27,0,4
273,Adam Fox\foxad01,22,NYR,D,55,5,42,47,19,14,2,1,1,102,4.9,1359,102,23,0,4
274,Trent Frederic\fredetr01,22,BOS,C,42,4,1,5,-8,65,0,0,3,44,9.1,473,15,61,37,4
275,Mark Friedman\friedma01,25,TOT,D,9,2,1,3,1,9,0,0,0,9,22.2,99,7,14,0,4
276,Martin Frk\frkma01,27,LAK,RW,1,0,0,0,-1,0,0,0,0,0,,9,0,1,0,4
277,Byron Froese\froesby01,29,CGY,C,6,1,0,1,1,2,0,0,0,2,50.0,50,4,8,12,4
278,Michael Frolik\frolimi01,32,MTL,LW,8,0,0,0,-3,0,0,0,0,14,0.0,92,1,9,6,4
279,Morgan Frost\frostmo01,21,PHI,C,2,0,0,0,0,0,0,0,0,0,,20,0,0,10,4
280,Kurtis Gabriel\gabriku01,27,SJS,RW,11,0,0,0,1,55,0,0,0,4,0.0,84,10,46,0,4
281,Jonah Gadjovich\gadjojo01,22,VAN,LW,1,0,0,0,-1,17,0,0,0,0,,5,0,1,0,4
282,Sam Gagner\gagnesa01,31,DET,C,42,7,8,15,-4,15,1,0,1,88,8.0,649,14,5,83,4
283,Alex Galchenyuk\galchal01,26,TOT,C,34,5,8,13,-8,20,1,0,0,62,8.1,432,10,44,3,4
284,Brendan Gallagher\gallabr01,28,MTL,RW,35,14,9,23,10,16,3,0,2,106,13.2,525,12,46,23,4
285,Dylan Gambrell\gambrdy01,24,SJS,C,49,5,7,12,-18,13,0,1,1,48,10.4,785,54,77,279,4
286,Jake Gardiner\gardija01,30,CAR,D,26,0,8,8,-1,11,0,0,0,23,0.0,417,15,15,0,4
287,Rhett Gardner\gardnrh01,24,DAL,C,28,1,1,2,-9,8,0,0,0,23,4.3,279,11,52,43,4
288,Conor Garland\garlaco01,24,ARI,RW,49,12,27,39,-3,26,3,0,1,135,8.9,878,19,26,7,4
289,Adam Gaudette\gaudead01,24,TOT,C,40,5,6,11,-15,12,0,0,0,66,7.6,445,22,16,53,4
290,Frederick Gaudreau\gaudrfr01,27,PIT,C,19,2,8,10,10,2,0,0,0,20,10.0,248,9,9,87,4
291,Johnny Gaudreau\gaudrjo01,27,CGY,LW,56,19,30,49,2,6,7,0,5,112,17.0,1031,9,8,0,4
292,Frederik Gauthier\gauthfr01,25,ARI,C,2,0,0,0,0,2,0,0,0,1,0.0,13,1,1,6,4
293,Julien Gauthier\gauthju01,23,NYR,RW,30,2,6,8,-6,14,0,0,0,38,5.3,289,9,56,4,4
294,Vladislav Gavrikov\gavrivl01,25,CBJ,D,55,2,10,12,-13,14,0,0,1,48,4.2,1067,77,69,0,4
295,Glenn Gawdin\gawdigl01,23,CGY,C,7,0,1,1,-1,0,0,0,0,1,0.0,48,1,12,19,4
296,Morgan Geekie\geekimo01,22,CAR,C,36,3,6,9,1,10,2,0,0,30,10.0,352,6,28,74,4
297,Nathan Gerbe\gerbena01,33,CBJ,C,9,1,2,3,0,2,0,0,0,9,11.1,100,2,8,7,4
298,Timothy Gettinger\gettiti01,22,NYR,LW,2,0,0,0,-2,0,0,0,0,2,0.0,23,1,5,1,4
299,Ryan Getzlaf\getzlry01,35,ANA,C,48,5,12,17,-14,43,3,0,1,70,7.1,796,46,66,350,4
300,Dennis Gilbert\gilbede01,24,COL,D,3,0,0,0,0,5,0,0,0,0,,20,1,2,0,4
301,Mark Giordano\giordma01,37,CGY,D,56,9,17,26,5,14,4,0,2,142,6.3,1285,110,51,0,4
302,Samuel Girard\girarsa01,22,COL,D,48,5,27,32,15,16,0,0,0,79,6.3,1115,52,31,0,4
303,Claude Giroux\giroucl01,33,PHI,C,54,16,27,43,-4,12,1,0,2,120,13.3,978,6,32,484,4
304,Cody Glass\glassco01,21,VEG,C,27,4,6,10,6,8,4,0,0,28,14.3,393,9,10,110,4
305,Luke Glendening\glendlu01,31,DET,C,54,6,9,15,3,20,0,0,1,67,9.0,799,57,68,523,4
306,Alex Goligoski\goligal01,35,ARI,D,56,3,19,22,2,14,0,0,0,72,4.2,1288,108,76,0,4
307,Barclay Goodrow\goodrba01,27,TBL,RW,55,6,14,20,16,52,0,0,1,72,8.3,832,27,111,162,4
308,Shayne Gostisbehere\gostish01,27,PHI,D,41,9,11,20,-2,6,5,0,0,85,10.6,818,47,18,0,4
309,Yanni Gourde\gourdya01,29,TBL,C,56,17,19,36,10,44,2,0,4,118,14.4,956,21,51,316,4
310,Mikael Granlund\granlmi01,28,NSH,C,51,13,14,27,-1,14,5,0,1,74,17.6,992,42,46,243,4
311,Derek Grant\grantde01,30,ANA,C,46,6,9,15,-4,25,0,1,1,66,9.1,670,40,65,289,4
312,Tyler Graovac\graovty01,27,VAN,C,14,3,1,4,-3,6,1,0,0,17,17.6,136,5,13,42,4
313,Ryan Graves\gravery01,25,COL,D,54,2,13,15,15,55,0,0,0,101,2.0,1029,91,77,0,4
314,Andy Greene\greenan01,38,NYI,D,55,1,4,5,9,6,0,0,0,50,2.0,967,99,41,0,4
315,Jordan Greenway\greenjo02,23,MIN,LW,56,6,26,32,5,49,0,0,0,80,7.5,885,28,87,16,4
316,A.J. Greer\greeraj01,24,NJD,LW,1,0,0,0,0,7,0,0,0,0,,9,0,0,0,4
317,Noah Gregor\gregono01,22,SJS,C,30,5,1,6,-16,6,0,0,0,60,8.3,352,19,47,20,4
318,Mikhail Grigorenko\grigomi01,26,CBJ,C,32,4,8,12,-2,6,0,0,1,36,11.1,440,17,14,9,4
319,Rocco Grimaldi\grimaro01,27,NSH,C,40,10,3,13,-3,4,0,1,2,62,16.1,513,9,20,0,4
320,Jordan Gross\grossjo01,25,ARI,D,7,0,3,3,-3,2,0,0,0,10,0.0,92,8,6,0,4
321,Carl Grundstrom\grundca01,23,LAK,RW,47,6,5,11,-10,16,0,0,3,66,9.1,586,23,104,3,4
322,Matt Grzelcyk\grzelma01,27,BOS,D,37,5,15,20,11,22,1,0,1,80,6.3,731,34,19,0,4
323,Radko Gudas\gudasra01,30,FLA,D,54,2,9,11,6,40,0,0,1,84,2.4,949,72,250,0,4
324,Erik Gudbranson\gudbrer01,29,TOT,D,45,1,3,4,-12,59,0,0,1,58,1.7,806,64,111,0,4
325,Jake Guentzel\guentja01,26,PIT,C,56,23,34,57,7,28,6,0,7,141,16.3,1135,32,43,3,4
326,Carl Gunnarsson\gunnaca01,34,STL,D,12,0,2,2,-2,6,0,0,0,6,0.0,173,16,9,0,4
327,Denis Gurianov\guriade01,23,DAL,RW,55,12,18,30,0,21,4,0,2,130,9.2,872,12,63,0,4
328,Nikita Gusev\gusevni01,28,TOT,LW,31,4,6,10,-12,2,0,0,0,72,5.6,445,1,4,0,4
329,David Gustafsson\gustada01,20,WPG,C,4,0,0,0,-1,0,0,0,0,1,0.0,23,0,0,11,4
330,Erik Gustafsson\gustaer02,28,TOT,D,29,1,11,12,-1,0,0,0,0,33,3.0,485,21,21,0,4
331,Gaetan Haas\haasga01,29,EDM,F,34,2,1,3,-6,10,0,0,1,24,8.3,386,29,31,139,4
332,Brandon Hagel\hagelbr01,22,CHI,LW,52,9,15,24,-7,11,0,0,2,91,9.9,727,28,59,9,4
333,Carl Hagelin\hagelca01,32,WSH,LW,56,6,10,16,7,19,0,1,0,85,7.1,790,19,22,3,4
334,Robert Hagg\haggro01,25,PHI,D,34,2,3,5,-3,18,0,0,0,29,6.9,533,31,100,0,4
335,Nicolas Hague\hagueni01,22,VEG,D,52,5,12,17,14,31,0,0,0,78,6.4,832,65,94,0,4
336,Libor Hajek\hajekli01,22,NYR,D,44,2,2,4,2,10,0,0,1,33,6.1,672,48,26,0,4
337,Jani Hakanpaa\hakanja01,28,TOT,D,57,2,2,4,4,35,0,0,1,54,3.7,1027,83,215,0,4
338,Micheal Haley\haleymi01,34,OTT,C,4,0,0,0,-1,5,0,0,0,0,,24,0,10,0,4
339,Taylor Hall\hallta02,29,TOT,LW,53,10,23,33,-6,26,2,0,1,136,7.4,947,15,34,7,4
340,Dougie Hamilton\hamildo01,27,CAR,D,55,10,32,42,20,35,2,1,2,180,5.6,1250,64,52,0,4
341,Travis Hamonic\hamontr01,30,VAN,D,38,3,7,10,-3,39,0,0,0,79,3.8,736,81,48,0,4
342,Fredrik Händemark\handefr01,27,SJS,C,8,1,0,1,-3,2,0,0,0,5,20.0,76,1,14,29,4
343,Noah Hanifin\hanifno01,24,CGY,D,47,4,11,15,-2,18,0,0,1,89,4.5,941,40,28,0,4
344,Joel Hanley\hanlejo01,29,DAL,D,35,0,8,8,6,2,0,0,0,27,0.0,456,30,40,0,4
345,Mike Hardman\hardmmi01,21,CHI,RW,8,1,2,3,0,0,0,0,0,5,20.0,88,6,38,1,4
346,Jansen Harkins\harkija01,23,WPG,C,26,1,1,2,-2,4,0,0,0,16,6.3,218,3,11,11,4
347,Ben Harpur\harpube01,26,NSH,D,34,0,7,7,2,17,0,0,0,33,0.0,559,29,44,0,4
348,Scott Harrington\harrisc01,27,CBJ,D,12,1,2,3,-3,6,0,0,0,8,12.5,196,20,9,0,4
349,Ryan Hartman\hartmry01,26,MIN,RW,51,7,15,22,0,33,0,1,2,74,9.5,769,33,55,198,4
350,Garnet Hathaway\hathaga01,29,WSH,RW,56,6,12,18,7,66,0,0,0,62,9.7,690,30,179,10,4
351,Erik Haula\haulaer01,29,NSH,LW,51,9,12,21,4,14,1,2,2,85,10.6,816,23,63,270,4
352,Jayce Hawryluk\hawryja01,25,VAN,C,30,2,3,5,-7,9,0,0,1,18,11.1,289,11,43,1,4
353,John Hayden\haydejo01,25,ARI,C,29,2,3,5,-4,37,0,0,2,21,9.5,285,16,84,4,4
354,Kevin Hayes\hayeske01,28,PHI,RW,55,12,19,31,-2,22,3,0,2,127,9.4,964,14,60,234,4
355,Barrett Hayton\haytoba01,20,ARI,C,14,2,1,3,-1,0,0,0,0,10,20.0,161,3,15,40,4
356,Victor Hedman\hedmavi01,30,TBL,D,54,9,36,45,5,28,1,0,2,136,6.6,1352,73,51,0,4
357,Danton Heinen\heineda01,25,ANA,C,43,7,7,14,-9,0,1,0,1,76,9.2,635,30,32,1,4
358,Ville Heinola\heinovi01,19,WPG,D,5,0,0,0,-2,2,0,0,0,9,0.0,78,9,2,0,4
359,Miro Heiskanen\heiskmi01,21,DAL,D,55,8,19,27,-9,12,3,0,1,121,6.6,1373,52,47,0,4
360,Darren Helm\helmda01,34,DET,C,47,3,5,8,-3,10,0,0,0,83,3.6,690,20,39,6,4
361,Adam Henrique\henriad01,30,ANA,C,45,12,9,21,-8,11,1,0,2,77,15.6,722,32,40,303,4
362,Aleksi Heponiemi\heponal01,22,FLA,C,9,1,1,2,1,2,0,0,1,15,6.7,110,1,0,0,4
363,Tomas Hertl\hertlto01,27,SJS,C,50,19,24,43,1,27,4,1,2,112,17.0,957,39,39,486,4
364,Thomas Hickey\hicketh01,31,NYI,D,5,0,2,2,5,0,0,0,0,2,0.0,81,3,10,0,4
365,Matthew Highmore\highmma01,24,TOT,LW,42,3,4,7,-5,8,0,0,1,40,7.5,489,21,43,5,4
366,Vinnie Hinostroza\hinosvi01,26,TOT,C,26,4,8,12,0,8,0,0,0,33,12.1,319,3,37,3,4
367,Roope Hintz\hintzro01,24,DAL,LW,41,15,28,43,13,4,6,0,1,92,16.3,748,15,52,231,4
368,Taro Hirose\hirosta01,24,DET,LW,6,0,2,2,2,0,0,0,0,10,0.0,86,2,1,1,4
369,Nico Hischier\hischni01,22,NJD,C,21,6,5,11,-9,4,3,1,0,44,13.6,389,20,11,203,4
370,Niklas Hjalmarsson\hjalmni01,33,ARI,D,41,0,5,5,-6,18,0,0,0,29,0.0,712,69,15,0,4
371,Mike Hoffman\hoffmmi02,31,STL,C,52,17,19,36,2,10,7,0,3,113,15.0,783,12,29,6,4
372,Nils Hoglander\hoglani01,20,VAN,LW,56,13,14,27,-4,16,1,0,1,118,11.0,865,19,26,1,4
373,Nick Holden\holdeni01,33,VEG,D,17,0,2,2,3,2,0,0,0,23,0.0,269,20,28,0,4
374,Justin Holl\hollju01,29,TOR,D,55,2,18,20,16,25,0,0,1,57,3.5,1158,84,82,0,4
375,Patric Hornqvist\hornqpa01,34,FLA,RW,44,14,18,32,-3,39,8,0,2,145,9.7,738,23,80,2,4
376,Bo Horvat\horvabo01,25,VAN,C,56,19,20,39,-6,23,7,1,3,131,14.5,1114,38,64,648,4
377,Brett Howden\howdebr01,22,NYR,C,42,1,6,7,-2,11,0,0,0,33,3.0,528,35,57,118,4
378,Filip Hronek\hronefi01,23,DET,D,56,2,24,26,-18,16,0,0,0,114,1.8,1310,46,67,0,4
379,Jonathan Huberdeau\huberjo01,27,FLA,LW,55,20,41,61,12,36,5,0,1,122,16.4,1013,11,51,17,4
380,Cameron Hughes\hugheca01,24,BOS,C,1,0,0,0,-1,0,0,0,0,3,0.0,16,1,2,5,4
381,Jack Hughes\hugheja03,19,NJD,C,56,11,20,31,-3,16,1,0,1,142,7.7,1068,15,15,216,4
382,Quinn Hughes\hughequ01,21,VAN,D,56,3,38,41,-24,22,0,0,0,98,3.1,1277,43,18,0,4
383,Brad Hunt\huntbr01,32,MIN,D,12,1,0,1,-8,4,0,0,1,14,7.1,148,6,4,0,4
384,Dryden Hunt\huntdr01,25,ARI,LW,26,3,5,8,-6,4,0,0,0,39,7.7,311,5,94,4,4
385,Ben Hutton\huttobe01,27,TOT,D,38,1,4,5,-13,11,0,0,0,54,1.9,701,39,44,0,4
386,Zach Hyman\hymanza01,28,TOR,C,43,15,18,33,19,28,3,0,4,115,13.0,833,21,69,18,4
387,Alex Iafallo\iafalal01,27,LAK,C,55,13,17,30,-8,4,4,0,2,118,11.0,1094,39,26,2,4
388,Matt Irwin\irwinma01,33,BUF,D,24,0,2,2,-10,19,0,0,0,27,0.0,390,43,56,0,4
389,Mark Jankowski\jankoma01,26,PIT,C,45,4,7,11,4,6,0,0,0,35,11.4,482,21,35,151,4
390,Mattias Janmark\janmama02,28,TOT,C,56,11,13,24,-12,10,4,1,0,95,11.6,957,14,26,21,4
391,Calle Jarnkrok\jarnkca01,29,NSH,C,49,13,15,28,13,14,2,1,2,91,14.3,823,15,30,41,4
392,Christian Jaros\jarosch01,24,SJS,D,7,0,1,1,-4,2,0,0,0,3,0.0,78,8,9,0,4
393,Tanner Jeannot\jeannta01,23,NSH,F,15,5,2,7,6,2,0,1,0,23,21.7,182,7,53,1,4
394,Jan Jenik\jenikja01,20,ARI,RW,2,2,0,2,3,0,0,0,0,3,66.7,24,0,2,12,4
395,Boone Jenner\jennebo01,27,CBJ,C,41,8,9,17,-9,6,1,1,0,79,10.1,738,53,76,301,4
396,Nick Jensen\jenseni02,30,WSH,D,53,2,12,14,5,14,0,0,0,60,3.3,917,65,56,0,4
397,Ryan Johansen\johanry01,28,NSH,C,48,7,15,22,0,22,3,0,0,67,10.4,813,16,43,424,4
398,Marcus Johansson\johanma03,30,MIN,C,36,6,8,14,-10,4,2,0,3,46,13.0,574,12,12,32,4
399,Erik Johnson\johnser01,32,COL,D,4,0,1,1,2,2,0,0,0,5,0.0,54,5,7,0,4
400,Jack Johnson\johnsja02,34,NYR,D,13,1,0,1,-5,8,0,0,0,13,7.7,221,15,30,0,4
401,Luke Johnson\johnslu01,26,MIN,C,14,1,0,1,-5,5,0,0,0,11,9.1,141,4,29,44,4
402,Reese Johnson\johnsre01,22,CHI,F,5,0,0,0,-2,9,0,0,0,4,0.0,40,2,22,0,4
403,Tyler Johnson\johnsty01,30,TBL,C,55,8,14,22,-1,16,2,0,1,77,10.4,752,15,63,170,4
404,Andreas Johnsson\johnsan01,26,NJD,LW,50,5,6,11,-1,12,1,0,0,65,7.7,697,17,39,11,4
405,Ross Johnston\johnsro02,26,NYI,LW,12,0,1,1,-3,35,0,0,0,5,0.0,105,6,43,1,4
406,Henri Jokiharju\jokihhe01,21,BUF,D,46,3,5,8,-11,4,0,0,0,50,6.0,846,53,47,0,4
407,Caleb Jones\jonesca01,23,EDM,D,33,0,4,4,-7,6,0,0,0,23,0.0,449,35,27,0,4
408,Max Jones\jonesma03,22,ANA,LW,46,7,4,11,-9,36,2,0,1,77,9.1,652,11,100,5,4
409,Seth Jones\jonesse01,26,CBJ,D,56,5,23,28,-18,26,2,0,1,141,3.5,1413,101,102,0,4
410,Zachary Jones\jonesza01,20,NYR,D,10,0,4,4,-2,2,0,0,0,12,0.0,150,8,8,0,4
411,Mathieu Joseph\josepma01,23,TBL,RW,56,12,7,19,3,10,1,0,2,59,20.3,612,15,82,43,4
412,Pierre-Olivier Joseph\joseppi01,21,PIT,D,16,1,4,5,1,6,0,0,0,27,3.7,269,7,22,0,4
413,Dakota Joshua\joshuda01,24,STL,C,12,1,0,1,-3,7,0,0,0,9,11.1,108,2,23,37,4
414,Roman Josi\josiro01,30,NSH,D,48,8,25,33,-11,20,1,0,3,141,5.7,1169,83,27,0,4
415,Tyson Jost\jostty01,22,COL,C,54,7,10,17,14,24,0,0,1,92,7.6,763,19,45,162,4
416,Olli Juolevi\juoleol01,22,VAN,D,23,2,1,3,-1,0,0,0,0,24,8.3,304,30,23,0,4
417,Tomas Jurco\jurcoto01,28,VEG,RW,8,0,1,1,0,0,0,0,0,11,0.0,72,2,4,0,4
418,Noah Juulsen\juulsno01,23,FLA,D,4,0,0,0,-3,0,0,0,0,5,0.0,48,4,9,0,4
419,Nazem Kadri\kadrina01,30,COL,C,56,11,21,32,-7,34,3,0,3,170,6.5,922,19,36,392,4
420,Dominik Kahun\kahundo01,25,EDM,C,48,9,6,15,-3,2,0,0,2,69,13.0,615,12,13,16,4
421,Kaapo Kakko\kakkoka01,19,NYR,RW,48,9,8,17,3,10,2,0,0,81,11.1,689,16,14,3,4
422,Arthur Kaliyev\kaliyar01,19,LAK,RW,1,1,0,1,-1,0,0,0,0,1,100.0,15,1,0,0,4
423,Wyatt Kalynuk\kalynwy01,23,CHI,D,21,4,5,9,-6,4,0,0,0,26,15.4,342,21,25,0,4
424,David Kampf\kampfda01,26,CHI,C,56,1,11,12,-3,20,0,0,0,63,1.6,821,14,45,410,4
425,Steven Kampfer\kampfst01,32,BOS,D,20,2,3,5,3,4,1,0,0,28,7.1,334,24,20,0,4
426,Evander Kane\kaneev01,29,SJS,LW,56,22,27,49,-1,42,3,2,2,194,11.3,1131,22,97,23,4
427,Patrick Kane\kanepa01,32,CHI,RW,56,15,51,66,-7,14,3,0,3,191,7.9,1245,15,13,2,4
428,Kasperi Kapanen\kapanka01,24,PIT,RW,40,11,19,30,15,7,1,0,3,68,16.2,621,8,41,0,4
429,Kirill Kaprizov\kapriki01,23,MIN,LW,55,27,24,51,10,16,8,0,3,157,17.2,1006,18,29,3,4
430,Erik Karlsson\karlser01,30,SJS,D,52,8,14,22,-18,18,3,0,1,110,7.3,1227,69,20,0,4
431,William Karlsson\karlswi01,28,VEG,C,56,14,25,39,19,4,1,0,4,111,12.6,1045,29,29,518,4
432,David Kase\kaseda01,24,PHI,RW,1,0,0,0,0,0,0,0,0,0,,11,1,0,0,4
433,Ondrej Kase\kaseon01,25,BOS,RW,3,0,0,0,0,0,0,0,0,4,0.0,26,1,1,0,4
434,Zack Kassian\kassiza01,30,EDM,RW,27,2,3,5,-4,15,0,0,0,18,11.1,320,3,73,0,4
435,Martin Kaut\kautma01,21,COL,RW,5,0,0,0,-1,4,0,0,0,2,0.0,40,1,6,0,4
436,Joey Keane\keanejo01,21,CAR,D,1,0,0,0,-1,0,0,0,0,1,0.0,20,0,2,0,4
437,Brady Keeper\keepebr01,24,FLA,D,1,0,0,0,0,0,0,0,0,0,,9,0,1,0,4
438,Duncan Keith\keithdu01,37,CHI,D,54,4,11,15,-13,30,1,0,1,110,3.6,1264,91,33,0,4
439,Clayton Keller\kellecl01,22,ARI,C,56,14,21,35,-5,18,4,0,3,124,11.3,933,14,20,19,4
440,Joel Kellman\kellmjo01,26,SJS,F,7,1,1,2,-1,6,0,0,0,13,7.7,75,2,5,27,4
441,Parker Kelly\kellypa01,21,OTT,F,1,1,0,1,1,0,0,0,0,1,100.0,8,0,4,1,4
442,Adrian Kempe\kempead01,24,LAK,LW,56,14,15,29,-18,28,4,1,2,127,11.0,948,21,47,27,4
443,Alexander Kerfoot\kerfoal01,26,TOR,C,56,8,15,23,2,12,0,1,1,68,11.8,809,34,41,124,4
444,Tanner Kero\kerota01,28,DAL,RW,39,3,7,10,0,6,0,0,2,39,7.7,413,14,31,24,4
445,Phil Kessel\kesseph01,33,ARI,RW,56,20,23,43,-17,12,4,0,3,115,17.4,957,9,8,1,4
446,Jujhar Khaira\khairju01,26,EDM,LW,40,3,8,11,-1,42,0,0,2,41,7.3,482,21,151,171,4
447,Matt Kiersted\kiersma01,22,FLA,D,7,0,0,0,-4,2,0,0,0,6,0.0,106,10,1,0,4
448,Alex Killorn\killoal01,31,TBL,C,56,15,18,33,-1,37,5,0,1,121,12.4,1003,12,59,1,4
449,Joel Kiviranta\kivirjo01,24,DAL,F,26,6,5,11,3,6,1,0,0,31,19.4,317,11,40,1,4
450,John Klingberg\klingjo01,28,DAL,D,53,7,29,36,-15,23,2,0,1,108,6.5,1203,52,49,0,4
451,Nikolai Knyzhov\knyzhni01,22,SJS,D,56,2,8,10,-10,39,0,0,1,51,3.9,938,54,84,0,4
452,Slater Koekkoek\koekksl01,26,EDM,D,18,1,0,1,-7,2,0,0,0,17,5.9,237,31,10,0,4
453,Mikko Koivu\koivumi01,37,CBJ,C,7,1,1,2,-2,2,0,0,0,3,33.3,87,1,10,32,4
454,Keegan Kolesar\koleske01,23,VEG,RW,44,3,10,13,-4,30,0,0,0,46,6.5,420,15,107,62,4
455,Leo Komarov\komarle01,34,NYI,C,33,1,7,8,7,15,0,0,1,27,3.7,423,11,83,26,4
456,Travis Konecny\konectr01,23,PHI,C,50,11,23,34,-5,26,4,0,1,100,11.0,795,16,55,6,4
457,Anze Kopitar\kopitan01,33,LAK,C,56,13,37,50,-7,10,3,0,4,118,11.0,1186,37,45,661,4
458,Klim Kostin\kostikl01,21,STL,C,2,0,1,1,-1,0,0,0,0,0,,28,0,9,0,4
459,Jesperi Kotkaniemi\kotkaje01,20,MTL,C,56,5,15,20,-1,12,0,0,1,87,5.7,829,27,84,263,4
460,Vitali Kravtsov\kravtvi01,21,NYR,RW,20,2,2,4,-6,4,0,0,0,23,8.7,248,6,7,0,4
461,Peyton Krebs\krebspe01,20,VEG,C,4,0,1,1,1,0,0,0,0,1,0.0,46,1,4,6,4
462,Chris Kreider\kreidch01,29,NYR,LW,50,20,10,30,-1,34,11,0,4,102,19.6,870,35,115,30,4
463,David Krejci\krejcda01,34,BOS,C,51,8,36,44,16,16,3,0,1,83,9.6,874,26,25,321,4
464,Torey Krug\krugto01,29,STL,D,51,2,30,32,11,25,1,0,0,111,1.8,1150,57,51,0,4
